kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,reform_2017_20,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,d_ap_forrige,d_sp_forrige,d_h_forrige,h_resid_forrige,par
1576,Aure,1999-2003,1999,2003,Møre og Romsdal,Vestlandet,6,501,False,0,1837.0,33.15,31.9,-1.25,0.0,0.0,0.0,22.16,18.29,-3.87,13.17,4.57,-8.6,18.67,10.74,-7.93,1.58,0.0,-1.58,11.27,7.02,-4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49,27.49,3876.0,8.2626,-5.0568,-4.341,3.39,-7.04,2.32,3.2767608713655996,1995-1999→1999-2003
1577,Volda,1999-2003,1999,2003,Møre og Romsdal,Vestlandet,4,705,False,1,4641.0,12.24,12.38,0.14,4.2,10.05,5.85,28.36,19.4,-8.96,16.38,16.91,0.53,18.7,19.12,0.42,10.86,15.47,4.61,9.27,6.67,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9493.0,9.1583,0.3898,2.0561,-0.34,-4.98,6.56,6.43621336837048,1995-1999→1999-2003
1578,Fjord,1999-2003,1999,2003,Møre og Romsdal,Vestlandet,6,564,False,1,1520.0,19.67,11.36,-8.31,6.91,12.66,5.75,17.7,17.8,0.1,11.64,7.6,-4.04,32.89,28.15,-4.74,3.42,3.04,-0.38,7.76,0.0,-7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.39,19.39,3033.0,8.0173,-4.6159,-5.0853,1.59,0.65,-0.31,-0.1889085473594478,1995-1999→1999-2003
1579,Hustadvika,1999-2003,1999,2003,Møre og Romsdal,Vestlandet,5,651,False,1,5139.0,18.93,21.69,2.76,11.87,21.97,10.1,22.26,17.21,-5.05,15.88,9.3,-6.58,22.09,20.15,-1.94,3.15,6.36,3.21,5.82,3.32,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12186.0,9.408,-0.1149,1.0796,-0.85,-12.95,11.69,9.399279980303195,1995-1999→1999-2003
1580,Haram,1999-2003,1999,2003,Møre og Romsdal,Vestlandet,5,625,False,0,4016.0,11.98,13.36,1.38,9.14,13.68,4.54,18.28,15.97,-2.31,15.19,7.09,-8.1,15.46,20.99,5.53,6.67,5.17,-1.5,8.69,5.51,-3.18,0.0,0.0,0.0,1.1,0.0,-1.1,13.5,18.23,4.73,8733.0,9.0749,0.9848,2.7616,-3.34,1.28,7.41,5.38262345317191,1995-1999→1999-2003
1804,Bodø,1999-2003,1999,2003,Nordland,Nord-Norge,3,793,False,0,16760.0,34.35,35.68,1.33,8.16,15.44,7.28,24.37,17.06,-7.31,8.45,4.42,-4.03,6.78,5.03,-1.75,9.87,15.21,5.34,2.99,2.2,-0.79,0.0,0.0,0.0,5.03,3.94,-1.09,0.0,1.03,1.03,41878.0,10.6425,3.269,10.3859,0.59,-2.58,1.02,-0.014374014692057235,1995-1999→1999-2003
1806,Narvik,1999-2003,1999,2003,Nordland,Nord-Norge,4,686,True,1,9405.01,34.82,31.8,-3.02,10.83,19.43,8.6,16.82,12.92,-3.9,6.36,4.33,-2.03,7.99,7.24,-0.75,9.95,15.92,5.97,2.12,1.4,-0.72,0.0,0.0,0.0,0.73,0.0,-0.73,10.38,6.95,-3.43,22332.0,10.0138,-1.0568,-3.7714,-3.15,-2.82,-0.52,-0.9931535594987431,1995-1999→1999-2003
1811,Bindal,1999-2003,1999,2003,Nordland,Nord-Norge,6,426,False,0,1153.0,48.4,45.46,-2.94,0.0,0.0,0.0,5.72,0.0,-5.72,0.0,0.0,0.0,12.32,0.0,-12.32,12.06,12.85,0.79,21.51,0.0,-21.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69,41.69,1951.0,7.5761,-6.612,-11.7248,4.54,12.32,2.59,0.38931515947547357,1995-1999→1999-2003
1812,Sømna,1999-2003,1999,2003,Nordland,Nord-Norge,6,505,False,0,1038.0,27.55,19.51,-8.04,0.0,0.0,0.0,12.24,4.37,-7.87,7.32,6.73,-0.59,29.09,57.62,28.53,15.61,0.0,-15.61,3.08,0.0,-3.08,0.0,0.0,0.0,0.0,0.0,0.0,5.11,11.77,6.66,2135.0,7.6662,-1.6393,-0.4267,7.35,29.09,5.48,3.042914585558165,1995-1999→1999-2003
1813,Brønnøy,1999-2003,1999,2003,Nordland,Nord-Norge,5,613,False,0,3120.0,26.28,20.68,-5.6,4.65,10.82,6.17,12.56,12.06,-0.5,6.73,3.45,-3.28,15.16,17.17,2.01,16.96,12.27,-4.69,5.99,13.68,7.69,0.0,0.0,0.0,0.0,0.0,0.0,11.67,9.86,-1.81,7408.0,8.9103,1.4984,7.4757,-14.59,-12.81,0.14,-2.1134203615886005,1995-1999→1999-2003
1815,Vega,1999-2003,1999,2003,Nordland,Nord-Norge,6,400,False,0,764.0,27.23,31.41,4.18,0.0,11.82,11.82,17.93,9.65,-8.28,0.0,0.0,0.0,34.03,31.7,-2.33,13.22,15.42,2.2,7.59,0.0,-7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.0,7.2464,-0.8553,-8.7869,-5.63,-1.78,9.49,9.04121980437469,1995-1999→1999-2003
1816,Vevelstad,1999-2003,1999,2003,Nordland,Nord-Norge,6,373,False,0,354.0,0.0,32.25,32.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.38,0.0,-29.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.62,67.75,-2.87,601.0,6.3986,-10.4825,-20.7658,0.0,-10.03,-12.87,-12.059955483875896,1995-1999→1999-2003
1818,Herøy (Nordland),1999-2003,1999,2003,Nordland,Nord-Norge,6,480,False,0,844.0,40.52,50.84,10.32,0.0,14.27,14.27,23.34,14.01,-9.33,0.0,0.0,0.0,0.0,11.54,11.54,7.94,9.34,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,-28.2,1895.0,7.547,-5.3826,-8.9385,-9.77,0.0,4.83,6.066109772836527,1995-1999→1999-2003
1820,Alstahaug,1999-2003,1999,2003,Nordland,Nord-Norge,5,653,False,0,3057.0,28.16,31.12,2.96,14.3,18.18,3.88,18.78,14.98,-3.8,4.84,2.59,-2.25,12.46,14.7,2.24,0.0,8.02,8.02,4.48,2.83,-1.65,0.0,0.0,0.0,0.0,7.57,7.57,16.98,0.0,-16.98,7371.0,8.9053,1.0039,-2.6543,-10.74,-3.6,3.67,2.735279861447479,1995-1999→1999-2003
1822,Leirfjord,1999-2003,1999,2003,Nordland,Nord-Norge,6,559,False,0,918.0,29.63,33.79,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69,23.83,-2.86,11.87,17.41,5.54,0.0,3.55,3.55,0.0,0.0,0.0,3.81,4.81,1.0,28.0,16.61,-11.39,2243.0,7.7156,-1.2929,-5.06,0.15,2.43,0.0,-3.585096599011129,1995-1999→1999-2003
1824,Vefsn,1999-2003,1999,2003,Nordland,Nord-Norge,4,686,False,0,5567.0,37.49,43.49,6.0,10.62,16.75,6.13,14.51,4.88,-9.63,6.54,2.83,-3.71,11.46,9.3,-2.16,12.57,13.9,1.33,3.34,2.6,-0.74,0.0,0.0,0.0,3.47,6.26,2.79,0.0,0.0,0.0,13549.0,9.5141,-0.6864,-0.0594,-6.76,-3.34,2.27,0.17959520323926625,1995-1999→1999-2003
1825,Grane,1999-2003,1999,2003,Nordland,Nord-Norge,6,494,False,0,808.0,44.93,65.35,20.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.07,34.65,-20.42,1648.0,7.4073,-6.432,-9.1873,-4.29,-24.09,0.0,-3.3046391433665567,1995-1999→1999-2003
1826,Aarborte - Hattfjelldal,1999-2003,1999,2003,Nordland,Nord-Norge,6,453,False,0,951.0,45.64,60.18,14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33,0.0,-37.33,5.68,7.54,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,32.28,20.92,1636.0,7.4,-4.0954,-8.2992,4.05,-2.4,0.0,-3.0052583989560904,1995-1999→1999-2003
1827,Dønna,1999-2003,1999,2003,Nordland,Nord-Norge,6,429,False,0,775.0,38.32,30.47,-7.85,0.0,0.0,0.0,26.32,16.28,-10.04,0.0,0.0,0.0,25.55,16.54,-9.01,9.81,17.97,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,18.75,1595.0,7.3746,-3.3856,-12.0936,14.95,7.12,1.71,4.996810961887792,1995-1999→1999-2003
1828,Nesna,1999-2003,1999,2003,Nordland,Nord-Norge,6,494,False,0,854.0,38.88,20.19,-18.69,0.0,26.45,26.45,19.09,13.22,-5.87,0.0,0.0,0.0,17.33,11.22,-6.11,14.99,19.83,4.84,9.72,5.31,-4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1865.0,7.531,-1.4477,2.6242,17.56,-6.48,6.62,5.092820805884804,1995-1999→1999-2003
1832,Hemnes,1999-2003,1999,2003,Nordland,Nord-Norge,5,567,False,0,2271.0,33.55,30.68,-2.87,6.38,17.77,11.39,8.32,7.19,-1.13,5.24,2.52,-2.72,31.62,24.13,-7.49,8.94,11.22,2.28,0.0,3.48,3.48,0.0,0.0,0.0,0.0,0.0,0.0,5.94,3.02,-2.92,4656.0,8.4459,-2.2552,-5.4043,-7.72,11.44,-5.89,-6.39884010418345,1995-1999→1999-2003
1833,Rana - Raane,1999-2003,1999,2003,Nordland,Nord-Norge,4,713,False,0,10338.0,38.37,31.73,-6.64,9.13,11.85,2.72,10.27,7.74,-2.53,5.47,0.0,-5.47,7.17,5.0,-2.17,16.64,38.28,21.64,7.74,2.96,-4.78,0.0,0.0,0.0,5.2,1.92,-3.28,0.0,0.52,0.52,25235.0,10.136,0.3091,1.626,-7.88,-4.42,-0.24,-2.8028918641638,1995-1999→1999-2003
1834,Lurøy,1999-2003,1999,2003,Nordland,Nord-Norge,6,362,False,0,998.0,0.0,43.93,43.93,0.0,0.0,0.0,7.11,5.1,-2.01,8.22,5.2,-3.02,22.44,14.27,-8.17,0.0,0.0,0.0,9.42,5.1,-4.32,0.0,0.0,0.0,0.0,0.0,0.0,52.81,26.4,-26.41,2102.0,7.6506,-4.0913,-8.9019,0.0,-7.86,-3.12,-3.217774321443451,1995-1999→1999-2003
1835,Træna,1999-2003,1999,2003,Nordland,Nord-Norge,6,323,False,0,224.0,17.41,42.45,25.04,0.0,0.0,0.0,22.77,0.0,-22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.82,57.55,-2.27,484.0,6.1821,-4.1322,-6.6398,0.62,-31.79,7.41,8.890742423612055,1995-1999→1999-2003
1836,Rødøy,1999-2003,1999,2003,Nordland,Nord-Norge,6,338,False,0,772.0,23.19,18.85,-4.34,0.0,0.0,0.0,0.0,4.81,4.81,10.75,9.49,-1.26,35.49,27.54,-7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,39.3,8.73,1589.0,7.3709,-7.9924,-13.6954,-0.68,9.36,0.0,-2.1788702272767275,1995-1999→1999-2003
1837,Meløy,1999-2003,1999,2003,Nordland,Nord-Norge,6,488,False,0,3089.0,29.59,27.41,-2.18,4.37,12.88,8.51,17.87,17.37,-0.5,10.75,8.71,-2.04,15.8,9.96,-5.84,6.77,13.42,6.65,3.56,3.63,0.07,0.0,0.0,0.0,0.0,0.0,0.0,11.3,6.62,-4.68,6763.0,8.8192,1.2125,-3.7001,1.45,-12.67,-3.54,-2.0144820816214253,1995-1999→1999-2003
1838,Gildeskål,1999-2003,1999,2003,Nordland,Nord-Norge,6,478,False,0,1089.0,37.1,29.72,-7.38,0.0,9.34,9.34,25.71,14.25,-11.46,13.31,7.36,-5.95,12.4,6.98,-5.42,0.0,7.17,7.17,11.48,6.7,-4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.49,18.49,2374.0,7.7723,-6.4869,-11.6242,6.48,-13.01,2.42,4.788766178496916,1995-1999→1999-2003
1839,Beiarn,1999-2003,1999,2003,Nordland,Nord-Norge,6,448,False,0,791.0,45.01,41.14,-3.87,7.08,3.14,-3.94,0.0,0.0,0.0,0.0,0.0,0.0,26.68,15.14,-11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24,40.57,19.33,1312.0,7.1793,-6.936,-15.2083,5.01,26.68,-10.19,-10.150802558553698,1995-1999→1999-2003
1840,Saltdal,1999-2003,1999,2003,Nordland,Nord-Norge,5,603,False,0,2196.0,32.79,33.12,0.33,11.84,21.82,9.98,9.29,7.74,-1.55,5.15,3.61,-1.54,20.17,9.77,-10.4,9.2,15.05,5.85,3.14,2.69,-0.45,0.0,1.53,1.53,3.42,0.0,-3.42,5.01,4.68,-0.33,4942.0,8.5055,-2.1854,-5.678,0.19,0.91,-2.04,-3.2627300866343907,1995-1999→1999-2003
1841,Fauske - Fuossko,1999-2003,1999,2003,Nordland,Nord-Norge,4,679,False,0,4649.0,28.54,36.39,7.85,19.12,21.38,2.26,12.13,6.38,-5.75,2.86,2.06,-0.8,4.15,3.91,-0.24,15.55,12.71,-2.84,3.85,9.48,5.63,0.0,0.0,0.0,1.48,0.0,-1.48,12.3,7.69,-4.61,9613.0,9.1709,-0.8842,-3.9807,-10.51,-3.03,1.07,-0.5392794563830838,1995-1999→1999-2003
1845,Sørfold - Fuolldá,1999-2003,1999,2003,Nordland,Nord-Norge,6,547,False,0,1191.0,32.41,45.88,13.47,3.78,5.12,1.34,6.88,8.82,1.94,0.0,0.0,0.0,45.51,21.9,-23.61,11.42,18.29,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431.0,7.7961,-8.3505,-17.7253,-8.88,18.08,-5.6,-5.301065445225317,1995-1999→1999-2003
1848,Steigen,1999-2003,1999,2003,Nordland,Nord-Norge,6,403,False,0,1273.0,28.12,24.45,-3.67,0.0,5.62,5.62,12.41,6.96,-5.45,7.23,4.27,-2.96,22.31,30.54,8.23,6.05,9.18,3.13,10.84,18.99,8.15,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,-13.04,3022.0,8.0137,-4.8643,-11.2654,7.38,-7.98,3.49,3.0463791413779826,1995-1999→1999-2003
1851,Lødingen,1999-2003,1999,2003,Nordland,Nord-Norge,6,537,False,0,1179.0,41.14,17.46,-23.68,18.49,28.51,10.02,25.19,12.72,-12.47,0.0,0.0,0.0,6.02,7.32,1.3,0.0,22.28,22.28,9.16,11.72,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,7.8228,-4.6055,-13.7581,12.55,-5.7,3.03,5.385604129988705,1995-1999→1999-2003
1853,Evenes - Evenássi,1999-2003,1999,2003,Nordland,Nord-Norge,6,528,False,0,779.0,29.27,22.57,-6.7,0.0,12.71,12.71,17.46,21.01,3.55,0.0,0.0,0.0,38.38,25.55,-12.83,14.89,18.16,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.0,7.3311,-2.1611,-11.8064,-5.72,-4.03,5.5,5.534295622183741,1995-1999→1999-2003
1856,Røst,1999-2003,1999,2003,Nordland,Nord-Norge,6,366,False,0,297.0,39.73,48.22,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.27,51.78,-8.49,654.0,6.4831,-1.9878,-4.3284,6.71,0.0,0.0,-3.4013748740381495,1995-1999→1999-2003
1857,Værøy,1999-2003,1999,2003,Nordland,Nord-Norge,6,370,False,0,408.0,50.0,30.17,-19.83,0.0,0.0,0.0,0.0,0.0,0.0,11.03,13.69,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.97,56.15,17.18,810.0,6.697,-5.0617,-8.7782,8.37,0.0,0.0,-2.200748096489995,1995-1999→1999-2003
1859,Flakstad,1999-2003,1999,2003,Nordland,Nord-Norge,6,522,False,0,670.0,18.51,10.88,-7.63,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,-1.49,13.13,35.59,22.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.87,53.53,-13.34,1586.0,7.369,-3.7201,-5.4489,5.54,-4.13,0.0,-3.7181928897215184,1995-1999→1999-2003
1860,Vestvågøy,1999-2003,1999,2003,Nordland,Nord-Norge,5,631,False,0,4215.0,19.88,19.82,-0.06,15.09,18.16,3.07,9.68,9.49,-0.19,17.53,12.01,-5.52,15.4,16.18,0.78,7.38,11.22,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.04,13.12,-1.92,10695.0,9.2775,0.5236,1.1193,5.54,-12.79,1.09,-1.4646193676604697,1995-1999→1999-2003
1865,Vågan,1999-2003,1999,2003,Nordland,Nord-Norge,5,650,False,0,3684.0,24.67,28.02,3.35,7.84,12.42,4.58,19.33,11.55,-7.78,3.99,2.03,-1.96,17.73,8.83,-8.9,0.0,14.96,14.96,2.14,1.56,-0.58,0.0,0.0,0.0,13.6,8.19,-5.41,10.69,12.45,1.76,9180.0,9.1248,-1.5686,-3.379,-13.37,1.26,-0.9,-0.6032258524564644,1995-1999→1999-2003
1866,Hadsel,1999-2003,1999,2003,Nordland,Nord-Norge,5,605,False,0,3379.0,41.67,29.54,-12.13,10.21,13.31,3.1,10.68,8.89,-1.79,7.37,4.34,-3.03,12.1,9.54,-2.56,9.0,10.25,1.25,4.74,1.63,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,4.23,22.5,18.27,8342.0,9.0291,-3.4884,-6.6983,7.97,-6.04,-3.59,-4.246347890953954,1995-1999→1999-2003
1867,Bø,1999-2003,1999,2003,Nordland,Nord-Norge,6,497,False,0,1744.0,14.56,14.77,0.21,0.0,11.69,11.69,18.23,15.04,-3.19,6.54,4.66,-1.88,31.19,39.0,7.81,5.85,9.13,3.28,5.79,5.71,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,-17.83,3332.0,8.1113,-6.9628,-14.8819,-0.21,6.56,0.68,2.333891799611802,1995-1999→1999-2003
1868,Øksnes,1999-2003,1999,2003,Nordland,Nord-Norge,5,584,False,0,1729.0,34.7,15.61,-19.09,0.0,17.4,17.4,24.47,13.67,-10.8,11.45,6.91,-4.54,14.98,19.33,4.35,10.12,8.9,-1.22,4.28,0.0,-4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,18.19,4755.0,8.467,-1.8927,-2.365,6.15,-5.24,4.98,5.5705839520392875,1995-1999→1999-2003
1870,Sortland - Suortá,1999-2003,1999,2003,Nordland,Nord-Norge,4,670,False,0,3413.0,25.34,25.42,0.08,8.56,13.5,4.94,27.4,23.66,-3.74,7.79,4.28,-3.51,11.49,10.95,-0.54,10.64,16.4,5.76,3.55,2.11,-1.44,0.0,0.0,0.0,5.24,3.69,-1.55,0.0,0.0,0.0,9094.0,9.1154,4.2006,11.0382,2.35,-7.63,5.33,4.748902973323421,1995-1999→1999-2003
1871,Andøy,1999-2003,1999,2003,Nordland,Nord-Norge,6,517,False,0,2641.0,19.35,21.17,1.82,9.92,10.16,0.24,28.97,40.66,11.69,6.1,3.5,-2.6,19.61,10.69,-8.92,6.1,7.43,1.33,9.96,6.39,-3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5765.0,8.6596,-4.9957,-13.3934,-13.95,-1.06,8.41,10.4096156903076,1995-1999→1999-2003
1874,Moskenes,1999-2003,1999,2003,Nordland,Nord-Norge,6,442,False,0,668.0,15.42,24.3,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,44.37,34.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4,31.34,-43.06,1355.0,7.2116,-7.8967,-11.6147,-12.23,0.0,0.0,-2.9036671631012227,1995-1999→1999-2003
1875,Hábmer - Hamarøy,1999-2003,1999,2003,Nordland,Nord-Norge,6,405,True,1,1658.99,20.01,13.37,-6.64,0.0,0.0,0.0,7.29,10.96,3.67,0.0,0.0,0.0,10.13,10.78,0.65,6.52,11.49,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.04,53.39,-2.65,3397.0,8.1306,-5.181,-13.4372,-3.19,-4.46,-4.88,-4.290285013949744,1995-1999→1999-2003
3101,Halden,1999-2003,1999,2003,Østfold,Østlandet,3,842,False,0,12543.0,28.84,23.83,-5.01,12.47,15.65,3.18,22.04,16.48,-5.56,11.27,6.23,-5.04,5.11,5.4,0.29,7.3,18.47,11.17,3.09,1.67,-1.42,4.97,5.42,0.45,2.69,4.0,1.31,2.2,2.85,0.65,26523.0,10.1858,3.4498,5.9546,-7.47,-5.44,10.09,7.253368943804959,1995-1999→1999-2003
3103,Moss,1999-2003,1999,2003,Østfold,Østlandet,2,900,False,1,17737.0,31.42,28.78,-2.64,16.86,23.94,7.08,25.9,19.67,-6.23,8.03,3.95,-4.08,2.23,1.28,-0.95,7.05,14.7,7.65,2.5,1.96,-0.54,0.0,0.0,0.0,3.56,2.06,-1.5,2.45,3.67,1.22,39352.0,10.5803,4.9731,11.1802,-1.3,-0.52,-1.18,-1.2395554220465577,1995-1999→1999-2003
3105,Sarpsborg,1999-2003,1999,2003,Østfold,Østlandet,2,877,False,0,20104.0,43.94,46.93,2.99,12.76,18.35,5.59,16.33,10.76,-5.57,9.8,6.51,-3.29,4.3,3.98,-0.32,5.06,7.32,2.26,1.46,0.88,-0.58,0.0,0.0,0.0,0.64,0.33,-0.31,5.71,4.94,-0.77,47122.0,10.7605,4.0788,5.3735,10.99,-2.42,3.97,1.285312152809643,1995-1999→1999-2003
3107,Fredrikstad,1999-2003,1999,2003,Østfold,Østlandet,2,870,False,0,30128.0,31.2,33.07,1.87,10.65,18.69,8.04,16.52,12.25,-4.27,7.93,5.43,-2.5,2.33,2.25,-0.08,6.69,10.84,4.15,2.57,1.95,-0.62,0.0,0.0,0.0,1.04,0.87,-0.17,21.07,14.66,-6.41,67415.0,11.1186,2.7783,6.9045,-1.36,-1.25,0.23,-1.9386799291397638,1995-1999→1999-2003
3110,Hvaler,1999-2003,1999,2003,Østfold,Østlandet,4,723,False,0,1744.0,21.85,31.19,9.34,13.76,14.46,0.7,25.69,26.2,0.51,0.0,0.0,0.0,12.16,8.64,-3.52,8.43,11.36,2.93,6.19,3.43,-2.76,0.0,0.0,0.0,0.0,0.66,0.66,11.93,4.04,-7.89,3487.0,8.1568,3.7281,10.5102,-6.98,2.55,-8.53,-6.475433808013641,1995-1999→1999-2003
3112,Råde,1999-2003,1999,2003,Østfold,Østlandet,3,836,False,0,3021.0,26.22,23.12,-3.1,18.9,30.52,11.62,18.04,13.81,-4.23,18.4,13.18,-5.22,12.25,10.99,-1.26,0.0,6.19,6.19,5.2,2.19,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,-0.99,6117.0,8.7188,4.2995,5.4371,-5.86,-6.39,-3.07,-3.84594931232256,1995-1999→1999-2003
3114,Våler (Østfold),1999-2003,1999,2003,Østfold,Østlandet,3,824,False,0,1730.0,19.42,19.82,0.4,11.16,20.88,9.72,39.71,24.61,-15.1,11.04,7.13,-3.91,18.67,17.59,-1.08,0.0,7.8,7.8,0.0,2.17,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3933.0,8.2772,1.7544,-3.5198,-0.58,-4.28,1.1,4.542400645248323,1995-1999→1999-2003
3116,Skiptvet,1999-2003,1999,2003,Østfold,Østlandet,3,792,False,0,1513.0,28.09,29.02,0.93,14.47,10.12,-4.35,8.46,8.35,-0.11,18.51,10.83,-7.68,30.47,39.99,9.52,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.0,8.0523,5.9217,6.3959,2.13,-1.8,-0.36,-3.355020014300365,1995-1999→1999-2003
3118,Indre Østfold,1999-2003,1999,2003,Østfold,Østlandet,3,858,False,1,16879.0,18.69,21.5,2.81,12.26,19.5,7.24,19.92,15.14,-4.78,12.71,7.84,-4.87,20.0,20.43,0.43,6.67,8.11,1.44,5.21,4.02,-1.19,0.0,0.0,0.0,1.06,1.01,-0.05,3.49,2.45,-1.04,36431.0,10.5032,4.2409,8.4967,-8.28,-2.68,-2.31,-2.9859642952978116,1995-1999→1999-2003
3120,Rakkestad,1999-2003,1999,2003,Østfold,Østlandet,3,785,False,0,3400.0,22.44,22.42,-0.02,0.0,10.3,10.3,8.97,7.55,-1.42,28.44,23.68,-4.76,24.53,27.77,3.24,0.0,3.42,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,4.85,-10.77,7080.0,8.865,1.935,1.2628,-2.42,-16.18,-2.04,-4.376271523158393,1995-1999→1999-2003
3122,Marker,1999-2003,1999,2003,Østfold,Østlandet,4,732,False,0,1744.0,30.5,39.73,9.23,2.35,0.0,-2.35,13.3,11.42,-1.88,30.39,19.52,-10.87,23.45,29.34,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0,8.0986,3.5866,0.531,-3.26,-11.66,3.56,1.3317281608751252,1995-1999→1999-2003
3124,Aremark,1999-2003,1999,2003,Østfold,Østlandet,5,662,False,0,806.0,28.66,33.07,4.41,0.0,7.81,7.81,13.03,9.9,-3.13,26.43,25.91,-0.52,24.94,23.31,-1.63,0.0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,-6.95,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,7.2848,0.0,-1.0855,-3.96,-11.23,3.93,1.6963388557505898,1995-1999→1999-2003
3201,Bærum,1999-2003,1999,2003,Akershus,Oslo/Akershus,1,966,False,0,51772.0,14.63,16.69,2.06,11.88,15.6,3.72,41.81,38.75,-3.06,5.24,3.11,-2.13,1.42,1.42,0.0,8.41,14.14,5.73,4.86,5.6,0.74,0.93,0.0,-0.93,1.63,1.15,-0.48,9.19,3.54,-5.65,100773.0,11.5206,1.7425,10.5458,-5.48,-0.83,-4.83,-1.3826995699494256,1995-1999→1999-2003
3203,Asker,1999-2003,1999,2003,Akershus,Oslo/Akershus,2,910,False,1,35049.0,20.34,22.54,2.2,13.39,17.08,3.69,35.52,29.33,-6.19,5.59,3.41,-2.18,2.47,2.16,-0.31,6.37,11.26,4.89,4.39,5.1,0.71,0.0,0.0,0.0,1.68,1.24,-0.44,10.25,7.88,-2.37,72718.0,11.1943,4.4391,15.6955,-3.78,-1.96,4.07,4.132945455419566,1995-1999→1999-2003
