kom2024,navn,periode,t0,t1,fylke,landsdel,sent_klasse,sent_indeks,estimert,vekt_stemmer_t0,ap_t0,ap_t1,d_ap,frp_t0,frp_t1,d_frp,h_t0,h_t1,d_h,krf_t0,krf_t1,d_krf,sp_t0,sp_t1,d_sp,sv_t0,sv_t1,d_sv,v_t0,v_t1,d_v,mdg_t0,mdg_t1,d_mdg,rodt_t0,rodt_t1,d_rodt,andre_t0,andre_t1,d_andre,d_sp_frp,kv_sp_t0,kv_d_sp,bef_t0,ln_bef_t0,vekst4_pst,vekst10_pst,nettoinnfl_per1000,fodselsovsk_per1000,andel_67p_t0,andel_19_34_t0,d_andel_67p,andel_hoyutd_t0,inntekt_median_t0,andel_primaer_t0,andel_industri_t0,andel_offentlig_t0
1806,Narvik,1989-1993,1989,1993,Nordland,Nord-Norge,4,686,True,13876.71,42.18,42.03,-0.15,9.19,4.56,-4.63,18.92,11.28,-7.64,5.65,5.96,0.31,4.08,17.43,13.35,14.42,12.69,-1.73,3.38,3.5,0.12,0.0,0.1,0.1,1.22,0.49,-0.73,0.96,1.94,0.98,8.72,5.79,4.24,22834.967,10.036,0.5577,,-2.1686,8.1813,14.8081,24.0987,0.5598,10.2561,,,,
1811,Bindal,1989-1993,1989,1993,Nordland,Nord-Norge,6,426,False,1313.0,41.2,29.03,-12.17,5.56,1.14,-4.42,9.9,5.81,-4.09,6.85,6.3,-0.55,15.46,38.59,23.13,16.15,15.29,-0.86,3.35,2.45,-0.9,0.0,0.08,0.08,0.84,0.41,-0.43,0.69,0.9,0.21,18.71,22.52,0.7,2083.0,7.6416,-0.9121,,-19.6831,10.5617,19.059,20.8833,0.1754,6.0799,,,,
1812,Sømna,1989-1993,1989,1993,Nordland,Nord-Norge,6,505,False,1309.0,37.13,22.69,-14.44,5.04,1.32,-3.72,10.77,4.97,-5.8,6.11,6.29,0.18,20.47,48.41,27.94,17.19,13.21,-3.98,1.38,1.48,0.1,0.0,0.16,0.16,1.6,0.39,-1.21,0.31,1.09,0.78,24.22,26.33,-26.33,2112.0,7.6554,-0.142,,-4.2614,4.2614,18.4186,22.2538,-0.8747,7.2481,,,,
1813,Brønnøy,1989-1993,1989,1993,Nordland,Nord-Norge,5,613,False,3867.0,37.47,31.62,-5.85,10.89,2.73,-8.16,15.39,9.91,-5.48,6.57,5.26,-1.31,7.37,32.31,24.94,17.87,13.33,-4.54,2.22,2.89,0.67,0.0,0.03,0.03,1.32,0.68,-0.64,0.91,1.24,0.33,16.78,8.01,13.11,6879.0,8.8362,1.7008,,6.3963,10.9027,14.5661,23.6372,0.4139,8.1393,,,,
1815,Vega,1989-1993,1989,1993,Nordland,Nord-Norge,6,400,False,993.0,38.47,25.0,-13.47,5.94,2.21,-3.73,11.78,5.64,-6.14,7.65,4.09,-3.56,12.99,40.6,27.61,16.21,16.48,0.27,5.14,4.42,-0.72,0.0,0.11,0.11,1.01,0.11,-0.9,0.81,1.33,0.52,23.88,16.12,7.51,1572.0,7.3601,-2.9898,,-17.8117,-12.7226,18.1298,21.5649,0.6899,6.1224,,,,
1816,Vevelstad,1989-1993,1989,1993,Nordland,Nord-Norge,6,373,False,400.0,39.25,31.87,-7.38,7.5,1.3,-6.2,13.5,9.33,-4.17,6.75,5.44,-1.31,11.0,33.68,22.68,18.25,15.28,-2.97,2.0,2.07,0.07,0.0,0.0,0.0,1.75,0.26,-1.49,0.0,0.78,0.78,16.48,0.0,0.0,684.0,6.528,-0.731,,19.0058,-26.3158,20.7602,18.5673,-1.1726,6.6318,,,,
1818,Herøy (Nordland),1989-1993,1989,1993,Nordland,Nord-Norge,6,480,False,1115.0,46.01,41.06,-4.95,8.88,3.86,-5.02,14.53,8.13,-6.4,9.06,5.69,-3.37,6.55,26.32,19.77,10.22,11.08,0.86,2.96,2.74,-0.22,0.0,0.0,0.0,0.54,0.1,-0.44,1.26,1.02,-0.24,14.75,0.0,0.0,2060.0,7.6305,-4.4175,,-40.2913,-2.4272,19.8058,20.7767,-0.202,5.0209,,,,
1820,Alstahaug,1989-1993,1989,1993,Nordland,Nord-Norge,5,653,False,4168.0,32.41,38.68,6.27,14.52,5.81,-8.71,20.25,12.18,-8.07,5.57,4.95,-0.62,7.89,21.38,13.49,12.62,10.73,-1.89,3.33,3.45,0.12,0.0,0.06,0.06,2.42,1.47,-0.95,0.98,1.28,0.3,4.78,7.61,5.19,7464.0,8.9178,2.4652,,10.7181,13.5316,11.8837,24.3837,-0.5736,10.7331,,,,
1822,Leirfjord,1989-1993,1989,1993,Nordland,Nord-Norge,6,559,False,1337.0,43.08,34.06,-9.02,6.96,2.27,-4.69,11.52,6.23,-5.29,6.28,4.21,-2.07,14.73,36.81,22.08,12.19,11.73,-0.46,3.07,2.75,-0.32,0.0,0.16,0.16,1.5,0.89,-0.61,0.67,0.89,0.22,17.39,12.87,8.88,2367.0,7.7694,-1.4787,,-21.1238,6.7596,19.8141,22.349,-0.1314,6.4865,,,,
1824,Vefsn,1989-1993,1989,1993,Nordland,Nord-Norge,4,686,False,8197.0,48.21,45.46,-2.75,8.64,3.71,-4.93,15.12,9.62,-5.5,4.49,4.41,-0.08,6.55,20.3,13.75,13.15,12.05,-1.1,2.24,2.85,0.61,0.0,0.12,0.12,1.2,0.54,-0.66,0.4,0.93,0.53,8.82,7.08,5.01,13225.0,9.4899,1.8072,,-1.966,19.811,12.5898,25.225,0.846,9.2632,,,,
1825,Grane,1989-1993,1989,1993,Nordland,Nord-Norge,6,494,False,1118.0,50.63,44.94,-5.69,6.89,2.83,-4.06,10.55,5.67,-4.88,4.47,3.85,-0.62,13.15,28.24,15.09,11.36,11.54,0.18,0.72,2.02,1.3,0.0,0.0,0.0,1.25,0.1,-1.15,0.98,0.81,-0.17,11.03,0.0,20.2,1740.0,7.4616,-2.4138,,-22.4138,-2.8736,18.5057,20.8621,-0.249,5.698,,,,
1826,Aarborte - Hattfjelldal,1989-1993,1989,1993,Nordland,Nord-Norge,6,453,False,1095.0,50.96,39.03,-11.93,3.38,0.99,-2.39,5.75,3.42,-2.33,5.39,4.05,-1.34,17.26,37.95,20.69,12.69,11.06,-1.63,3.29,2.52,-0.77,0.0,0.09,0.09,1.0,0.27,-0.73,0.27,0.63,0.36,18.3,0.0,28.6,1751.0,7.4679,-2.2844,,-23.9863,5.1399,15.9338,21.0737,1.1323,6.3165,,,,
1827,Dønna,1989-1993,1989,1993,Nordland,Nord-Norge,6,429,False,1038.0,34.59,30.07,-4.52,10.5,3.63,-6.87,15.32,10.68,-4.64,5.88,6.39,0.51,16.57,32.38,15.81,12.81,12.44,-0.37,1.35,1.43,0.08,0.0,0.0,0.0,2.5,1.87,-0.63,0.48,1.1,0.62,8.94,17.72,3.31,1824.0,7.5088,-3.8925,,-20.2851,-18.6404,17.6535,21.2171,0.3727,7.5101,,,,
1828,Nesna,1989-1993,1989,1993,Nordland,Nord-Norge,6,494,False,1101.0,39.78,31.66,-8.12,6.72,2.51,-4.21,15.26,9.85,-5.41,6.9,5.23,-1.67,11.08,29.65,18.57,15.44,15.88,0.44,2.63,3.02,0.39,0.0,0.2,0.2,1.0,0.8,-0.2,1.18,1.21,0.03,14.36,15.09,10.05,1767.0,7.477,1.3582,,9.0549,3.9615,19.0719,21.5054,-0.1439,12.7234,,,,
1832,Hemnes,1989-1993,1989,1993,Nordland,Nord-Norge,5,567,False,3059.0,41.94,36.73,-5.21,7.55,3.13,-4.42,13.76,8.3,-5.46,5.33,4.62,-0.71,9.58,29.92,20.34,18.57,14.07,-4.5,2.32,2.43,0.11,0.0,0.03,0.03,0.49,0.35,-0.14,0.46,0.42,-0.04,15.92,10.12,5.84,4848.0,8.4863,-0.7632,,-11.5512,4.3317,16.3779,21.5347,0.4793,6.6346,,,,
1833,Rana - Raane,1989-1993,1989,1993,Nordland,Nord-Norge,4,713,False,14799.0,44.56,48.36,3.8,6.18,3.79,-2.39,13.88,9.03,-4.85,3.04,2.94,-0.1,2.74,13.52,10.78,26.18,18.33,-7.85,1.55,1.99,0.44,0.0,0.06,0.06,1.49,0.95,-0.54,0.39,1.03,0.64,8.39,2.92,5.76,24720.0,10.1154,0.7605,,-10.0728,17.9207,11.5574,25.4854,1.1614,9.5286,,,,
1834,Lurøy,1989-1993,1989,1993,Nordland,Nord-Norge,6,362,False,1329.0,35.59,27.69,-7.9,9.33,2.48,-6.85,14.3,9.17,-5.13,10.01,8.35,-1.66,13.69,36.28,22.59,12.64,10.83,-1.81,3.61,3.97,0.36,0.0,0.17,0.17,0.45,0.25,-0.2,0.38,0.83,0.45,15.74,16.41,15.23,2298.0,7.7398,-3.6989,,-26.1097,-10.0087,19.0601,20.8442,-1.0754,6.3612,,,,
1835,Træna,1989-1993,1989,1993,Nordland,Nord-Norge,6,323,False,305.0,23.61,18.79,-4.82,7.54,1.42,-6.12,17.7,11.35,-6.35,20.0,14.18,-5.82,15.41,45.04,29.63,11.48,6.03,-5.45,1.97,2.48,0.51,0.0,0.0,0.0,1.31,0.0,-1.31,0.98,0.71,-0.27,23.51,25.76,0.68,544.0,6.2989,-8.6397,,-77.2059,-9.1912,16.7279,23.1618,-1.235,6.0674,,,,
1836,Rødøy,1989-1993,1989,1993,Nordland,Nord-Norge,6,338,False,976.0,34.84,21.83,-13.01,9.32,3.3,-6.02,14.96,7.03,-7.93,17.32,12.99,-4.33,10.96,42.07,31.11,8.71,8.52,-0.19,2.56,2.77,0.21,0.0,0.11,0.11,0.92,0.0,-0.92,0.41,1.38,0.97,25.09,11.31,11.87,1766.0,7.4765,-4.077,,-39.0713,0.5663,19.0827,20.2152,-0.6647,5.6204,,,,
1837,Meløy,1989-1993,1989,1993,Nordland,Nord-Norge,6,488,False,4118.0,37.47,33.45,-4.02,10.34,2.19,-8.15,18.65,11.44,-7.21,11.24,10.31,-0.93,4.95,26.17,21.22,12.46,10.96,-1.5,2.87,3.48,0.61,0.0,0.08,0.08,1.43,0.37,-1.06,0.58,1.56,0.98,13.07,4.56,7.06,7087.0,8.866,0.2963,,-19.8956,21.7299,13.9692,22.6612,0.7888,6.9763,,,,
1838,Gildeskål,1989-1993,1989,1993,Nordland,Nord-Norge,6,478,False,1563.0,40.37,31.48,-8.89,9.02,3.64,-5.38,20.09,11.52,-8.57,11.13,9.6,-1.53,6.33,28.81,22.48,9.34,7.13,-2.21,2.62,5.76,3.14,0.0,0.0,0.0,0.38,0.07,-0.31,0.7,1.99,1.29,17.1,8.68,6.33,2591.0,7.8598,-3.049,,0.386,-30.1042,23.929,18.4099,-0.4815,6.4246,,,,
1839,Beiarn,1989-1993,1989,1993,Nordland,Nord-Norge,6,448,False,917.0,47.0,40.97,-6.03,8.07,3.09,-4.98,13.74,7.01,-6.73,5.56,4.63,-0.93,13.3,33.25,19.95,9.6,7.96,-1.64,0.76,1.31,0.55,0.0,0.0,0.0,1.31,0.48,-0.83,0.65,1.31,0.66,14.97,0.0,0.0,1521.0,7.3271,-5.3254,,-24.9836,-24.9836,18.5404,19.3294,-0.346,5.4098,,,,
1840,Saltdal,1989-1993,1989,1993,Nordland,Nord-Norge,5,603,False,3017.0,43.19,40.01,-3.18,8.72,4.32,-4.4,15.98,10.77,-5.21,5.07,4.61,-0.46,4.87,18.93,14.06,16.57,14.15,-2.42,3.35,4.43,1.08,0.0,0.36,0.36,1.43,0.91,-0.52,0.83,1.52,0.69,9.66,6.61,2.03,5198.0,8.556,-1.4044,,-7.5029,-6.7334,15.506,21.4698,-0.306,10.1232,,,,
1841,Fauske - Fuossko,1989-1993,1989,1993,Nordland,Nord-Norge,4,679,False,6235.0,45.89,42.76,-3.13,10.94,5.91,-5.03,17.66,10.25,-7.41,3.24,2.99,-0.25,2.6,14.39,11.79,14.92,10.46,-4.46,2.6,10.69,8.09,0.0,0.04,0.04,1.28,0.41,-0.87,0.88,2.11,1.23,6.76,2.86,3.33,10108.0,9.2211,-1.8302,,-22.0617,4.0562,14.5528,23.2588,-0.2225,9.7673,,,,
1845,Sørfold - Fuolldá,1989-1993,1989,1993,Nordland,Nord-Norge,6,547,False,1717.0,45.43,40.85,-4.58,9.38,2.71,-6.67,14.62,5.78,-8.84,6.81,5.98,-0.83,9.03,29.71,20.68,12.11,10.37,-1.74,1.34,2.92,1.58,0.0,0.42,0.42,0.58,0.28,-0.3,0.7,0.97,0.27,14.01,20.76,4.64,2872.0,7.9628,-5.7103,,-51.1838,-5.2228,17.5139,20.0557,0.0636,7.4848,,,,
1848,Steigen,1989-1993,1989,1993,Nordland,Nord-Norge,6,403,False,1832.0,32.64,25.43,-7.21,8.41,1.9,-6.51,16.1,6.36,-9.74,11.3,8.44,-2.86,14.79,41.53,26.74,11.3,9.69,-1.61,3.38,4.69,1.31,0.0,0.12,0.12,0.98,0.3,-0.68,1.09,1.54,0.45,20.23,28.28,-0.26,3351.0,8.117,-3.3124,,-28.0513,-4.4763,19.5166,17.8156,0.9773,6.5217,,,,
1851,Lødingen,1989-1993,1989,1993,Nordland,Nord-Norge,6,537,False,1741.0,35.61,32.09,-3.52,9.88,3.4,-6.48,26.25,17.4,-8.85,5.34,4.29,-1.05,5.4,23.14,17.74,12.46,12.04,-0.42,3.85,6.43,2.58,0.0,0.0,0.0,0.4,0.32,-0.08,0.8,0.88,0.08,11.26,5.83,5.66,2884.0,7.9669,-4.2302,,-44.7295,0.0,15.1179,22.3301,1.3557,10.1449,,,,
1853,Evenes - Evenássi,1989-1993,1989,1993,Nordland,Nord-Norge,6,528,False,1042.0,34.17,35.02,0.85,10.84,4.33,-6.51,17.37,10.92,-6.45,7.77,6.49,-1.28,13.15,28.32,15.17,9.98,9.89,-0.09,4.32,3.5,-0.82,0.0,0.0,0.0,0.86,0.1,-0.76,1.54,1.44,-0.1,8.66,16.61,9.63,1756.0,7.4708,-3.5308,,-25.6264,-12.5285,19.59,19.7608,0.1267,7.5121,,,,
1856,Røst,1989-1993,1989,1993,Nordland,Nord-Norge,6,366,False,387.0,52.2,32.03,-20.17,5.17,1.67,-3.5,12.4,4.74,-7.66,4.65,4.46,-0.19,6.2,33.43,27.23,12.66,15.04,2.38,6.46,8.36,1.9,0.0,0.0,0.0,0.0,0.28,0.28,0.26,0.0,-0.26,23.73,0.0,0.0,646.0,6.4708,3.7152,,27.8638,7.7399,13.3127,23.839,0.5679,5.8601,,,,
1857,Værøy,1989-1993,1989,1993,Nordland,Nord-Norge,6,370,False,511.0,48.73,33.57,-15.16,10.18,1.9,-8.28,10.96,7.14,-3.82,13.7,16.67,2.97,4.11,30.24,26.13,9.39,9.05,-0.34,0.59,1.19,0.6,0.0,0.0,0.0,1.37,0.0,-1.37,0.98,0.24,-0.74,17.85,0.0,0.0,912.0,6.8156,-7.5658,,-82.2368,7.6754,16.0088,23.136,1.3103,4.4355,,,,
1859,Flakstad,1989-1993,1989,1993,Nordland,Nord-Norge,6,522,False,929.0,36.92,18.24,-18.68,8.18,1.01,-7.17,14.21,6.19,-8.02,6.78,4.5,-2.28,12.06,50.79,38.73,18.41,16.55,-1.86,1.83,1.69,-0.14,0.0,0.0,0.0,1.29,0.23,-1.06,0.32,0.79,0.47,31.56,0.0,0.0,1623.0,7.392,-0.4929,,-6.1614,3.6969,15.2803,21.1953,0.2615,4.8892,,,,
1860,Vestvågøy,1989-1993,1989,1993,Nordland,Nord-Norge,5,631,False,6090.0,30.2,24.13,-6.07,12.09,3.32,-8.77,18.42,9.85,-8.57,11.81,10.6,-1.21,11.54,36.19,24.65,11.23,11.07,-0.16,1.76,1.88,0.12,0.0,0.04,0.04,0.82,0.27,-0.55,2.13,2.65,0.52,15.88,11.1,15.48,10580.0,9.2667,0.4915,,3.3081,1.7958,16.4839,22.0227,-0.043,7.783,,,,
1865,Vågan,1989-1993,1989,1993,Nordland,Nord-Norge,5,650,False,5107.0,33.89,34.38,0.49,13.8,2.98,-10.82,21.83,11.98,-9.85,4.9,3.78,-1.12,5.35,26.4,21.05,14.69,13.58,-1.11,2.45,3.09,0.64,0.0,0.02,0.02,2.19,1.47,-0.72,0.9,2.31,1.41,10.23,5.78,4.17,9347.0,9.1428,0.0535,,-3.1026,4.0655,14.5822,22.7881,0.4841,8.255,,,,
1866,Hadsel,1989-1993,1989,1993,Nordland,Nord-Norge,5,605,False,4991.0,35.74,32.2,-3.54,12.12,3.59,-8.53,17.09,9.98,-7.11,9.86,9.56,-0.3,5.97,24.0,18.03,13.82,15.14,1.32,2.99,3.45,0.46,0.0,0.06,0.06,0.9,0.49,-0.41,1.5,1.54,0.04,9.5,7.48,7.09,8686.0,9.0695,-0.6562,,-5.7564,-0.3454,15.8991,21.9203,0.2904,10.07,,,,
1867,Bø,1989-1993,1989,1993,Nordland,Nord-Norge,6,497,False,2354.0,33.47,22.12,-11.35,14.19,2.84,-11.35,16.19,7.17,-9.02,10.03,8.34,-1.69,5.99,40.57,34.58,14.15,13.51,-0.64,4.25,4.8,0.55,0.0,0.0,0.0,0.72,0.28,-0.44,1.02,0.37,-0.65,23.23,1.98,6.91,3931.0,8.2766,-7.3518,,-49.0969,-23.4037,22.0809,21.2414,1.7247,4.8074,,,,
1868,Øksnes,1989-1993,1989,1993,Nordland,Nord-Norge,5,584,False,2715.0,33.41,21.89,-11.52,9.83,5.08,-4.75,20.33,10.64,-9.69,13.81,10.2,-3.61,5.71,32.65,26.94,12.71,11.2,-1.51,2.87,6.36,3.49,0.0,0.0,0.0,0.63,0.56,-0.07,0.7,1.4,0.7,22.19,6.47,6.39,4935.0,8.5041,-3.1814,,-50.8612,19.6555,12.5228,24.5795,0.9138,6.0942,,,,
1870,Sortland - Suortá,1989-1993,1989,1993,Nordland,Nord-Norge,4,670,False,4840.0,34.69,29.41,-5.28,12.23,4.05,-8.18,22.42,13.32,-9.1,6.55,6.97,0.42,5.35,26.62,21.27,13.74,13.54,-0.2,3.41,4.2,0.79,0.0,0.13,0.13,0.79,0.56,-0.23,0.83,1.18,0.35,13.09,5.29,7.77,8224.0,9.0148,3.7695,,9.2412,26.143,14.2996,23.5165,0.2539,9.6873,,,,
1871,Andøy,1989-1993,1989,1993,Nordland,Nord-Norge,6,517,False,4147.0,38.68,33.24,-5.44,10.42,3.56,-6.86,23.2,14.74,-8.46,5.38,4.64,-0.74,6.82,28.2,21.38,9.77,8.09,-1.68,4.63,6.11,1.48,0.0,0.03,0.03,0.27,0.25,-0.02,0.84,1.13,0.29,14.52,7.11,8.73,6599.0,8.7947,-4.1673,,-50.4622,8.0315,15.957,25.4281,0.6623,7.8082,,,,
1874,Moskenes,1989-1993,1989,1993,Nordland,Nord-Norge,6,442,False,845.0,44.38,34.03,-10.35,7.46,1.43,-6.03,9.47,4.17,-5.3,6.63,4.69,-1.94,7.93,36.25,28.32,21.42,17.08,-4.34,1.07,1.3,0.23,0.0,0.0,0.0,0.59,0.26,-0.33,1.07,0.78,-0.29,22.29,0.0,0.0,1459.0,7.2855,-3.2214,,-28.1014,-9.5956,16.1069,20.9733,0.6778,5.2409,,,,
1875,Hábmer - Hamarøy,1989-1993,1989,1993,Nordland,Nord-Norge,6,405,True,2251.29,37.88,29.81,-8.07,8.89,2.94,-5.95,15.46,8.05,-7.41,11.61,8.54,-3.07,8.39,27.65,19.26,13.21,11.08,-2.13,2.82,10.07,7.25,0.0,0.16,0.16,0.92,0.24,-0.68,0.81,1.46,0.65,13.31,11.28,4.93,3900.033,8.2687,-4.5985,,-29.8664,-14.0564,19.4504,21.5912,0.3624,8.334,,,,
3101,Halden,1989-1993,1989,1993,Østfold,Østlandet,3,842,False,16605.0,46.73,46.27,-0.46,11.87,7.35,-4.52,14.35,10.12,-4.23,9.38,9.97,0.59,4.99,12.79,7.8,9.17,7.65,-1.52,1.3,1.67,0.37,1.27,0.29,-0.98,0.49,0.56,0.07,0.45,3.33,2.88,3.28,5.22,4.42,25841.0,10.1597,0.2128,,8.7071,-6.6948,17.1781,22.0464,0.4462,11.1768,,,,
3103,Moss,1989-1993,1989,1993,Østfold,Østlandet,2,900,False,23186.0,35.06,43.49,8.43,16.96,8.08,-8.88,26.06,20.4,-5.66,4.28,4.32,0.04,2.8,7.57,4.77,10.84,6.28,-4.56,2.01,2.57,0.56,0.42,0.15,-0.27,0.82,1.03,0.21,0.75,6.12,5.37,-4.11,2.38,1.02,36797.0,10.5132,0.9729,,3.1796,6.8484,13.6044,24.3145,0.9051,12.1995,,,,
3105,Sarpsborg,1989-1993,1989,1993,Østfold,Østlandet,2,877,False,30115.0,48.72,47.57,-1.15,11.82,7.73,-4.09,15.64,11.01,-4.63,7.89,8.4,0.51,3.78,11.67,7.89,9.26,6.8,-2.46,1.55,2.36,0.81,0.37,0.15,-0.22,0.64,0.48,-0.16,0.34,3.84,3.5,3.8,4.38,3.71,46875.0,10.7552,-0.7083,,-10.944,4.3307,14.5515,23.5115,0.7355,9.5824,,,,
3107,Fredrikstad,1989-1993,1989,1993,Østfold,Østlandet,2,870,False,42766.0,40.78,45.1,4.32,12.5,7.44,-5.06,20.81,14.42,-6.39,7.7,8.32,0.62,2.75,9.06,6.31,12.03,8.12,-3.91,2.0,3.87,1.87,0.55,0.27,-0.28,0.47,0.53,0.06,0.41,2.86,2.45,1.25,3.36,2.46,64392.0,11.0727,0.6538,,8.0445,-1.2113,16.016,23.3507,0.2879,10.9737,,,,
3110,Hvaler,1989-1993,1989,1993,Østfold,Østlandet,4,723,False,1990.0,32.36,37.87,5.51,17.19,9.18,-8.01,25.43,17.35,-8.08,8.84,8.73,-0.11,2.36,12.76,10.4,10.8,7.43,-3.37,2.11,4.76,2.65,0.55,0.06,-0.49,0.1,0.74,0.64,0.25,1.13,0.88,2.39,3.59,-3.59,3181.0,8.065,2.8922,,42.7539,-16.3471,16.4414,20.3395,-0.676,9.763,,,,
3112,Råde,1989-1993,1989,1993,Østfold,Østlandet,3,836,False,3851.0,31.37,36.23,4.86,17.68,8.48,-9.2,17.97,13.4,-4.57,12.15,11.44,-0.71,12.41,21.88,9.47,6.41,3.42,-2.99,1.12,1.55,0.43,0.31,0.14,-0.17,0.18,0.29,0.11,0.39,3.16,2.77,0.27,12.89,9.74,5930.0,8.6878,2.0405,,7.9258,12.4789,11.1298,23.1366,0.1906,9.5774,,,,
3114,Våler (Østfold),1989-1993,1989,1993,Østfold,Østlandet,3,824,False,2354.0,22.68,29.71,7.03,20.35,8.92,-11.43,24.77,16.73,-8.04,8.33,7.76,-0.57,12.91,26.45,13.54,8.33,5.4,-2.93,1.87,1.92,0.05,0.17,0.18,0.01,0.3,0.22,-0.08,0.3,2.72,2.42,2.11,16.08,6.82,3883.0,8.2644,6.8246,,31.6765,30.9039,8.6016,23.5643,0.7041,10.3844,,,,
3116,Skiptvet,1989-1993,1989,1993,Østfold,Østlandet,3,792,False,1894.0,31.84,28.9,-2.94,12.99,5.39,-7.6,14.41,8.69,-5.72,12.51,10.79,-1.72,17.9,37.25,19.35,6.55,4.77,-1.78,2.53,1.59,-0.94,0.32,0.11,-0.21,0.74,0.34,-0.4,0.21,2.16,1.95,11.75,21.51,15.8,3168.0,8.0609,-1.2942,,-23.0429,11.6793,12.8788,22.7588,0.3927,7.3171,,,,
3118,Indre Østfold,1989-1993,1989,1993,Østfold,Østlandet,3,858,False,21739.0,32.27,35.09,2.82,15.35,7.23,-8.12,19.27,13.75,-5.52,9.35,8.98,-0.37,12.14,23.78,11.64,8.16,5.77,-2.39,2.14,2.75,0.61,0.36,0.13,-0.23,0.27,0.37,0.1,0.68,2.16,1.48,3.52,16.85,5.64,35103.0,10.466,-0.2877,,-7.6917,5.3557,13.8222,22.9411,0.6541,9.736,,,,
3120,Rakkestad,1989-1993,1989,1993,Østfold,Østlandet,3,785,False,4538.0,31.84,29.09,-2.75,11.02,4.06,-6.96,12.69,8.73,-3.96,16.86,14.97,-1.89,21.13,34.66,13.53,4.5,4.18,-0.32,1.39,2.06,0.67,0.24,0.02,-0.22,0.04,0.07,0.03,0.29,2.15,1.86,6.57,28.66,4.55,7238.0,8.8871,-1.5336,,-10.7765,-6.4935,15.8607,21.7878,0.7802,6.2782,,,,
3122,Marker,1989-1993,1989,1993,Østfold,Østlandet,4,732,False,2185.0,39.82,32.2,-7.62,7.83,2.18,-5.65,11.62,7.95,-3.67,18.26,21.19,2.93,15.74,31.23,15.49,4.9,3.35,-1.55,0.82,0.73,-0.09,0.41,0.15,-0.26,0.09,0.19,0.1,0.5,0.82,0.32,9.84,25.4,9.78,3425.0,8.1389,-1.0219,,-6.1314,-4.9635,18.1606,20.9635,0.63,6.7661,,,,
3124,Aremark,1989-1993,1989,1993,Østfold,Østlandet,5,662,False,977.0,39.1,31.42,-7.68,6.96,2.76,-4.2,13.1,6.95,-6.15,17.5,15.33,-2.17,16.89,34.73,17.84,4.61,4.74,0.13,0.92,0.99,0.07,0.72,1.1,0.38,0.0,0.22,0.22,0.2,1.76,1.56,13.64,25.66,-25.66,1493.0,7.3085,-1.2726,,-14.7354,-4.0188,17.4816,21.8352,0.361,7.6222,,,,
3201,Bærum,1989-1993,1989,1993,Akershus,Oslo/Akershus,1,966,False,58021.0,19.3,26.98,7.68,15.33,7.16,-8.17,45.91,43.39,-2.52,3.34,3.41,0.07,1.65,5.51,3.86,8.65,5.43,-3.22,3.78,4.63,0.85,0.69,0.41,-0.28,0.71,0.88,0.17,0.65,2.21,1.56,-4.31,1.44,2.06,88594.0,11.3918,4.6888,,15.159,31.9999,11.5279,25.4216,1.4137,31.9576,,,,
3203,Asker,1989-1993,1989,1993,Akershus,Oslo/Akershus,2,910,False,40079.0,26.87,33.92,7.05,15.72,8.37,-7.35,35.84,32.33,-3.51,4.19,4.37,0.18,2.51,8.13,5.62,9.42,6.33,-3.09,3.69,3.91,0.22,0.57,0.19,-0.38,0.63,0.88,0.25,0.56,1.59,1.03,-1.73,3.01,2.77,63007.0,11.051,4.1837,,15.5221,26.7431,9.4339,24.5195,0.9755,23.8685,,,,
3205,Lillestrøm,1989-1993,1989,1993,Akershus,Oslo/Akershus,1,940,False,34754.0,40.72,47.99,7.27,13.27,7.59,-5.68,22.6,16.79,-5.81,4.22,3.87,-0.35,5.01,11.59,6.58,10.73,7.0,-3.73,1.99,2.47,0.48,0.38,0.12,-0.26,0.5,0.75,0.25,0.59,1.83,1.24,0.9,5.01,3.65,53029.0,10.8786,2.9173,,7.6185,21.6297,10.9921,26.1932,0.7438,13.6296,,,,
3207,Nordre Follo,1989-1993,1989,1993,Akershus,Oslo/Akershus,2,923,False,27184.0,26.13,35.79,9.66,16.11,8.13,-7.98,35.55,28.97,-6.58,4.28,4.5,0.22,2.84,8.01,5.17,10.62,6.79,-3.83,2.93,3.37,0.44,0.55,0.27,-0.28,0.51,0.81,0.3,0.49,3.36,2.87,-2.81,2.11,3.06,42145.0,10.6489,5.1133,,15.5416,35.9473,7.702,26.1526,0.894,20.5214,,,,
3209,Ullensaker,1989-1993,1989,1993,Akershus,Oslo/Akershus,2,920,False,11594.0,35.16,43.53,8.37,17.35,9.07,-8.28,22.85,17.28,-5.57,4.08,3.92,-0.16,7.96,15.86,7.9,9.0,5.09,-3.91,2.21,2.53,0.32,0.4,0.15,-0.25,0.36,0.52,0.16,0.65,2.04,1.39,-0.38,7.87,4.6,17998.0,9.798,2.028,,1.3335,18.8354,9.7122,25.0528,0.7109,11.5592,,,,
3212,Nesodden,1989-1993,1989,1993,Akershus,Oslo/Akershus,3,850,False,7924.0,25.9,35.56,9.66,16.01,7.87,-8.14,29.48,23.21,-6.27,4.44,4.27,-0.17,2.15,8.11,5.96,15.66,11.24,-4.42,3.32,4.4,1.08,1.19,1.14,-0.05,1.38,2.29,0.91,0.48,1.91,1.43,-2.18,2.0,1.27,12866.0,9.4623,4.9899,,12.6691,36.5304,7.6247,25.8044,0.9331,22.056,,,,
