kom2024,aar,stemmeberettigede,avgitte_stemmer,godkjente_stemmer,forkastede_stemmer,blanke_stemmer,rettede_stemmer,forhandsstemmer,forhandsstemmer_prosent,valgdeltakelse_prosent
0301,1987,373872,277787,276431,1356,0,28579,,,74.3
1101,1987,8825,5939,5926,13,0,2450,,,67.3
1103,1987,75759,52877,52761,116,0,9354,,,69.8
1106,1987,20839,14483,14236,247,0,4321,,,69.5
1108,1987,31181,21860,21823,37,0,4583,,,70.11
1111,1987,2595,1920,1920,0,0,838,,,74.0
1112,1987,2176,1654,1647,7,0,984,,,76.0
1114,1987,1609,1237,1228,9,0,793,,,76.9
1119,1987,8845,6430,6402,28,0,3715,,,72.7
1120,1987,8114,5534,5527,7,0,2006,,,68.2
1121,1987,7992,5954,5938,16,0,2259,,,74.5
1122,1987,4555,3448,3436,12,0,1468,,,75.7
1124,1987,10441,7455,7449,6,0,2083,,,71.4
1127,1987,4842,3593,3571,22,0,1591,,,74.2
1130,1987,6409,4313,4308,5,0,1957,,,67.3
1133,1987,2046,1504,1500,4,0,1122,,,73.5
1134,1987,3068,2071,2062,9,0,1270,,,67.5
1135,1987,4137,3057,3045,12,0,1237,,,73.9
1144,1987,384,287,287,0,0,243,,,74.7
1145,1987,535,400,398,2,0,313,,,74.8
1146,1987,5318,3584,3570,14,0,1972,,,67.4
1149,1987,24606,15231,15194,37,0,5139,,,61.9
1151,1987,187,149,148,1,0,126,,,79.7
1160,1987,5788,4176,4159,17,0,2896,,,72.15
1505,1987,17036,11273,11222,51,0,2468,,,66.17
1506,1987,21831,14292,14278,14,0,5165,,,65.47
1508,1987,30842,20598,20486,112,0,6227,,,66.79
1511,1987,2831,1857,1848,9,0,1272,,,65.6
1514,1987,2496,1780,1772,8,0,1222,,,71.3
1515,1987,5909,3823,3795,28,0,2245,,,64.7
1516,1987,3989,2812,2801,11,0,1499,,,70.5
1517,1987,3214,2137,2119,18,0,1082,,,66.5
1520,1987,7522,5160,5139,21,0,2927,,,68.6
1525,1987,3646,2366,2357,9,0,1324,,,64.9
1528,1987,4984,3344,3340,4,0,1856,,,67.1
1531,1987,4921,3405,3380,25,0,1758,,,69.2
1532,1987,4354,2917,2908,9,0,1738,,,67.0
1535,1987,4789,2797,2785,12,0,1429,,,58.4
1539,1987,6000,3954,3934,20,0,1807,,,65.9
1547,1987,2188,1376,1372,4,0,818,,,62.9
1554,1987,4141,2617,2611,6,0,1254,,,63.2
1557,1987,2097,1531,1523,8,0,1009,,,73.0
1560,1987,2672,1838,1833,5,0,901,,,68.8
1563,1987,5766,3846,3844,2,0,1368,,,66.7
1566,1987,4967,3139,3135,4,0,1573,,,63.2
1573,1987,2163,1458,1445,13,0,778,,,67.4
1576,1987,4683,3202,3191,11,0,2099,,,68.38
1577,1987,5846,4104,4088,16,0,2252,,,70.2
1578,1987,2309,1504,1499,5,0,792,,,65.14
1579,1987,8577,5704,5678,26,0,3226,,,66.51
1580,1987,6413,4412,4384,28,0,2557,,,68.8
1804,1987,26488,16502,16462,40,0,2686,,,62.3
1806,1987,16987,10731,10675,56,0,2680,,,63.17
1811,1987,1633,1220,1212,8,0,789,,,74.7
1812,1987,1616,1120,1113,7,0,488,,,69.3
1813,1987,5147,3124,3121,3,0,1134,,,60.7
1815,1987,1253,891,887,4,0,373,,,71.1
1816,1987,539,410,409,1,0,269,,,76.1
1818,1987,1603,946,944,2,0,452,,,59.0
1820,1987,5646,3286,3274,12,0,964,,,58.2
1822,1987,1790,1183,1173,10,0,697,,,66.1
1824,1987,10126,6339,6328,11,0,1341,,,62.6
1825,1987,1349,920,918,2,0,249,,,68.2
1826,1987,1328,955,954,1,0,322,,,71.9
1827,1987,1416,940,937,3,0,493,,,66.4
1828,1987,1353,997,994,3,0,502,,,73.7
1832,1987,3740,2663,2649,14,0,1222,,,71.2
1833,1987,19264,11250,11236,14,0,1593,,,58.4
1834,1987,1795,1233,1231,2,0,793,,,68.7
1835,1987,419,297,295,2,0,152,,,70.9
1836,1987,1331,1001,999,2,0,865,,,75.2
1837,1987,5149,3671,3663,8,0,2046,,,71.3
1838,1987,2076,1416,1405,11,0,684,,,68.2
1839,1987,1154,892,883,9,0,341,,,77.3
1840,1987,3947,2538,2526,12,0,753,,,64.3
1841,1987,8556,5958,5939,19,0,1568,,,69.64
1845,1987,2193,1452,1445,7,0,505,,,66.2
1848,1987,2582,1619,1609,10,0,932,,,62.7
1851,1987,2246,1563,1562,1,0,288,,,69.6
1853,1987,1367,950,945,5,0,439,,,69.5
1856,1987,524,387,386,1,0,207,,,73.9
1857,1987,714,416,415,1,0,293,,,58.3
1859,1987,1256,848,830,18,0,609,,,67.5
1860,1987,8080,4977,4919,58,0,1691,,,61.6
1865,1987,7070,3924,3896,28,0,1170,,,55.5
1866,1987,6625,3882,3851,31,0,1370,,,58.6
1867,1987,3228,2098,2070,28,0,1041,,,65.0
1868,1987,3745,2127,2118,9,0,777,,,56.8
1870,1987,6167,3885,3877,8,0,1053,,,63.0
1871,1987,5206,3582,3573,9,0,1477,,,68.8
1874,1987,1145,701,698,3,0,516,,,61.2
1875,1987,3815,2564,2556,8,0,1404,,,67.2
3101,1987,20626,14892,14827,65,0,1504,,,72.2
3103,1987,28533,19177,19120,57,0,2185,,,67.21
3105,1987,36206,24730,24607,123,0,2997,,,68.3
3107,1987,50721,35663,35522,141,0,5633,,,70.31
3110,1987,2289,1570,1560,10,0,332,,,68.6
3112,1987,4427,3170,3166,4,0,675,,,71.6
3114,1987,2695,1892,1884,8,0,601,,,70.2
3116,1987,2285,1586,1581,5,0,489,,,69.4
3118,1987,26288,18248,18188,60,0,4878,,,69.42
3120,1987,5359,3982,3974,8,0,1016,,,74.3
3122,1987,2740,2077,2075,2,0,888,,,75.8
3124,1987,1143,905,904,1,0,278,,,79.2
3201,1987,67710,49902,49793,109,0,6752,,,73.7
3203,1987,46662,34506,34418,88,0,5246,,,73.95
3205,1987,40443,28672,28605,67,0,2711,,,70.89
3207,1987,31138,21830,21779,51,0,2653,,,70.11
3209,1987,13633,9325,9305,20,0,1586,,,68.4
3212,1987,9010,6415,6385,30,0,1259,,,71.2
3214,1987,7534,5477,5451,26,0,1319,,,72.7
3216,1987,7860,5439,5437,2,0,772,,,69.2
3218,1987,8754,6382,6371,11,0,1398,,,72.9
3220,1987,5527,3847,3832,15,0,713,,,69.6
3222,1987,18394,13041,13034,7,0,1563,,,70.9
3224,1987,10187,7141,7128,13,0,875,,,70.1
3226,1987,10279,7440,7407,33,0,1335,,,72.38
3228,1987,11665,8387,8353,34,0,1543,,,71.9
3230,1987,2638,2002,1994,8,0,619,,,75.9
3232,1987,11574,8229,8213,16,0,1097,,,71.1
3234,1987,5703,4135,4119,16,0,1145,,,72.5
3236,1987,4455,3083,3072,11,0,565,,,69.2
3238,1987,5948,4080,4055,25,0,504,,,68.6
3240,1987,12275,8912,8858,54,0,1123,,,72.6
3242,1987,1886,1450,1447,3,0,646,,,76.9
3301,1987,58830,42791,42588,203,0,3277,,,72.74
3303,1987,16301,11753,11715,38,0,1658,,,72.1
3305,1987,21180,15207,15115,92,0,2020,,,71.8
3310,1987,3328,2376,2346,30,0,737,,,71.4
3312,1987,14012,10411,10246,165,0,1139,,,74.3
3314,1987,11122,7763,7711,52,0,1016,,,69.8
3316,1987,9466,6503,6470,33,0,974,,,68.7
3318,1987,1826,1459,1456,3,0,698,,,79.9
3320,1987,973,833,830,3,0,466,,,85.6
3322,1987,2637,1959,1950,9,0,968,,,74.3
3324,1987,3128,2143,2139,4,0,984,,,68.5
3326,1987,1246,976,972,4,0,524,,,78.3
3328,1987,3621,2578,2564,14,0,1244,,,71.2
3330,1987,3659,2481,2479,2,0,1101,,,67.8
3332,1987,2945,2303,2301,2,0,1033,,,78.2
3334,1987,1948,1453,1451,2,0,510,,,74.6
3336,1987,1127,913,907,6,0,344,,,81.0
3338,1987,2275,1711,1705,6,0,654,,,75.2
3401,1987,13676,9190,9139,51,0,915,,,67.2
3403,1987,12786,9436,9429,7,0,1026,,,73.8
3405,1987,17563,11943,11918,25,0,1243,,,68.0
3407,1987,20460,14445,14403,42,0,1580,,,70.6
3411,1987,23617,16036,15936,100,0,1097,,,67.9
3412,1987,5338,3843,3815,28,0,510,,,72.0
3413,1987,13782,9813,9759,54,0,1194,,,71.2
3414,1987,4238,3068,3055,13,0,546,,,72.4
3415,1987,5872,4480,4345,135,0,625,,,76.3
3416,1987,5186,3506,3496,10,0,472,,,67.6
3417,1987,4934,3439,3416,23,0,464,,,69.7
3418,1987,6955,4507,4480,27,0,913,,,64.8
3419,1987,3643,2521,2509,12,0,1024,,,69.2
3420,1987,13121,8765,8732,33,0,844,,,66.8
3421,1987,5812,3964,3895,69,0,533,,,68.2
3422,1987,3619,2729,2706,23,0,486,,,75.4
3423,1987,2734,2031,2014,17,0,364,,,74.3
3424,1987,2137,1637,1630,7,0,324,,,76.6
3425,1987,1356,1139,1133,6,0,347,,,84.0
3426,1987,1448,1037,1030,7,0,278,,,71.6
3427,1987,4142,2916,2907,9,0,595,,,70.4
3428,1987,1908,1435,1430,5,0,385,,,75.2
3429,1987,1570,1311,1306,5,0,498,,,83.5
3430,1987,1540,1143,1143,0,0,275,,,74.2
3431,1987,2430,1808,1794,14,0,471,,,74.4
3432,1987,1891,1388,1383,5,0,698,,,73.4
3433,1987,2069,1519,1513,6,0,495,,,73.4
3434,1987,2105,1423,1418,5,0,591,,,67.6
3435,1987,3092,2211,2202,9,0,627,,,71.5
3436,1987,4821,3187,3171,16,0,458,,,66.1
3437,1987,4995,3207,3184,23,0,847,,,64.2
3438,1987,2715,1944,1938,6,0,773,,,71.6
3439,1987,4048,2967,2959,8,0,700,,,73.3
3440,1987,3414,2465,2446,19,0,860,,,72.2
3441,1987,5006,3559,3537,22,0,786,,,71.1
3442,1987,11084,7947,7922,25,0,1088,,,71.7
3443,1987,10371,7094,7057,37,0,1241,,,68.4
3446,1987,9691,7365,7299,66,0,947,,,76.0
3447,1987,4958,3639,3624,15,0,550,,,73.4
3448,1987,5574,3673,3666,7,0,865,,,65.9
3449,1987,2874,1894,1889,5,0,667,,,65.9
3450,1987,1331,1002,999,3,0,499,,,75.3
3451,1987,5065,3434,3418,16,0,1146,,,67.8
3452,1987,1880,1254,1244,10,0,641,,,66.7
3453,1987,2404,1661,1657,4,0,781,,,69.1
3454,1987,8301,6007,5984,23,0,1349,,,72.37
3901,1987,17154,12231,12206,25,0,1933,,,71.3
3903,1987,19183,14081,14057,24,0,3085,,,73.41
3905,1987,24778,17766,17707,59,0,2464,,,71.7
3907,1987,37192,25897,25840,57,0,5208,,,69.63
3909,1987,30452,21617,21572,45,0,4323,,,70.99
3911,1987,16396,11817,11784,33,0,2222,,,72.07
4001,1987,24529,16140,16110,30,0,1607,,,65.8
4003,1987,36629,25494,25416,78,0,2032,,,69.6
4005,1987,9983,7218,7196,22,0,1281,,,72.3
4010,1987,1578,1092,1089,3,0,321,,,69.2
4012,1987,9796,6436,6403,33,0,1014,,,65.7
4014,1987,8281,5449,5445,4,0,1059,,,65.8
4016,1987,3438,2400,2388,12,0,670,,,69.8
4018,1987,5627,3725,3693,32,0,855,,,66.2
4020,1987,6839,4783,4770,13,0,1519,,,69.94
4022,1987,2375,1392,1386,6,0,420,,,58.6
4024,1987,1359,976,972,4,0,341,,,71.8
4026,1987,5548,4350,4322,28,0,1161,,,78.4
4028,1987,2268,1533,1529,4,0,496,,,67.6
4030,1987,1109,908,905,3,0,514,,,81.9
4032,1987,1088,832,824,8,0,290,,,76.5
4034,1987,2150,1666,1661,5,0,670,,,77.5
4036,1987,3014,2152,2147,5,0,681,,,71.4
4201,1987,5304,3660,3639,21,0,1101,,,69.0
4202,1987,11137,7339,7328,11,0,2365,,,65.9
4203,1987,28048,19096,19030,66,0,5543,,,68.08
4204,1987,56785,38316,38218,98,0,8668,,,67.48
4205,1987,14943,10342,10301,41,0,4982,,,69.21
4206,1987,6935,4834,4792,42,0,2388,,,69.7
4207,1987,6662,4677,4670,7,0,2059,,,70.2
4211,1987,1965,1362,1358,4,0,565,,,69.3
4212,1987,1382,1161,1157,4,0,635,,,84.0
4213,1987,4372,3196,3168,28,0,1338,,,73.1
4214,1987,2836,1974,1968,6,0,733,,,69.6
4215,1987,5656,3818,3814,4,0,1426,,,67.5
4216,1987,2868,2105,2097,8,0,1163,,,73.4
4217,1987,1586,1148,1143,5,0,642,,,72.4
4218,1987,765,583,581,2,0,373,,,76.2
4219,1987,2513,1812,1807,5,0,618,,,72.1
4220,1987,1116,780,779,1,0,378,,,69.9
4221,1987,1141,904,903,1,0,664,,,79.2
4222,1987,514,376,374,2,0,223,,,73.2
4223,1987,8162,5950,5900,50,0,1693,,,72.9
4224,1987,654,530,524,6,0,400,,,81.0
4225,1987,4570,3295,3289,6,0,1765,,,72.1
4226,1987,1155,889,886,3,0,640,,,77.0
4227,1987,4212,2767,2759,8,0,1328,,,65.7
4228,1987,1255,988,987,1,0,806,,,78.7
4601,1987,162762,105470,105297,173,0,9265,,,64.8
4602,1987,11796,7759,7591,168,0,3409,,,65.77
4611,1987,2951,2036,2028,8,0,1301,,,69.0
4612,1987,3174,2276,2263,13,0,1601,,,71.7
4613,1987,6620,4846,4787,59,0,2302,,,73.2
4614,1987,9911,6888,6872,16,0,1977,,,69.5
4615,1987,2049,1578,1571,7,0,891,,,77.0
4616,1987,2181,1527,1518,9,0,1118,,,70.0
4617,1987,9454,6202,6160,42,0,3509,,,65.6
4618,1987,10582,7335,7310,25,0,2359,,,69.32
4619,1987,816,643,639,4,0,373,,,78.8
4620,1987,976,744,738,6,0,476,,,76.2
4621,1987,11700,8086,8068,18,0,2233,,,69.11
4622,1987,6525,4411,4295,116,0,1690,,,67.6
4623,1987,1782,1180,1175,5,0,622,,,66.2
4624,1987,11312,7830,7780,50,0,3664,,,69.22
4625,1987,2965,1972,1959,13,0,1235,,,66.5
4626,1987,14562,9821,9785,36,0,3789,,,67.44
4627,1987,13029,8456,8420,36,0,2177,,,64.9
4628,1987,3621,2549,2536,13,0,850,,,70.4
4629,1987,251,150,147,3,0,0,,,59.8
4630,1987,4999,3849,3830,19,0,1608,,,77.0
4631,1987,14264,10020,9997,23,0,4350,,,70.25
4632,1987,1901,1224,1217,7,0,686,,,64.4
4633,1987,593,443,443,0,0,303,,,74.7
4634,1987,1406,1070,1064,6,0,828,,,76.1
4635,1987,2011,1303,1294,9,0,913,,,64.8
4636,1987,874,567,566,1,0,377,,,64.9
4637,1987,1352,876,871,5,0,519,,,64.8
4638,1987,3790,2509,2500,9,0,913,,,66.2
4639,1987,1939,1249,1243,6,0,692,,,64.4
4640,1987,5670,3772,3755,17,0,1963,,,66.52
4641,1987,1464,1082,1075,7,0,701,,,73.9
4642,1987,3859,2826,2815,11,0,1378,,,73.23
4643,1987,4935,3267,3241,26,0,1220,,,66.2
4644,1987,4030,2837,2822,15,0,1720,,,70.4
4645,1987,2539,1546,1538,8,0,924,,,60.9
4646,1987,4676,3270,3253,17,0,1963,,,69.93
4647,1987,9979,6647,6629,18,0,3179,,,66.61
4648,1987,3593,2479,2474,5,0,1446,,,69.0
4649,1987,6341,4321,4308,13,0,2440,,,68.14
4650,1987,5566,4151,4130,21,0,2644,,,74.57
4651,1987,4927,3385,3360,25,0,2070,,,68.7
5001,1987,107766,74167,73936,231,0,8750,,,68.82
5006,1987,19729,13412,13348,64,0,2877,,,67.98
5007,1987,9530,6589,6567,22,0,1521,,,69.14
5014,1987,3391,2187,2168,19,0,1047,,,64.5
5020,1987,1990,1364,1355,9,0,783,,,68.55
5021,1987,4696,3386,3370,16,0,1455,,,72.1
5022,1987,2273,1525,1523,2,0,693,,,67.1
5025,1987,4257,3142,3132,10,0,1613,,,73.8
5026,1987,2067,1608,1604,4,0,451,,,77.8
5027,1987,4678,3373,3371,2,0,1057,,,72.1
5028,1987,8845,6324,6293,31,0,1401,,,71.5
5029,1987,3985,2877,2870,7,0,838,,,72.2
5031,1987,6710,4623,4603,20,0,788,,,68.9
5032,1987,3154,2299,2291,8,0,870,,,72.9
5033,1987,773,684,683,1,0,361,,,88.5
5034,1987,2243,1525,1511,14,0,709,,,68.0
5035,1987,12498,8361,8321,40,0,1805,,,66.9
5036,1987,1878,1399,1398,1,0,563,,,74.5
5037,1987,12345,8481,8424,57,0,2042,,,68.7
5038,1987,9721,6581,6551,30,0,1658,,,67.7
5041,1987,1995,1524,1518,6,0,634,,,76.4
5042,1987,1366,854,852,2,0,408,,,62.5
5043,1987,519,424,424,0,0,272,,,81.7
5044,1987,943,700,698,2,0,345,,,74.2
5045,1987,1999,1557,1552,5,0,539,,,77.9
5046,1987,1075,844,842,2,0,548,,,78.5
5047,1987,2727,1996,1993,3,0,460,,,73.2
5049,1987,1149,795,793,2,0,544,,,69.2
5052,1987,681,479,478,1,0,325,,,70.3
5053,1987,7520,5652,5640,12,0,1989,,,75.16
5054,1987,5053,3325,3301,24,0,1437,,,65.8
5055,1987,4238,3047,3037,10,0,1212,,,71.9
5056,1987,3324,2111,2099,12,0,876,,,63.5
5057,1987,7360,4839,4821,18,0,1477,,,65.74
5058,1987,2781,1877,1862,15,0,848,,,67.5
5059,1987,12635,8729,8705,24,0,3071,,,69.09
5060,1987,7077,4900,4884,16,0,1712,,,69.24
5061,1987,1796,1160,1152,8,0,769,,,64.6
5501,1987,37057,23272,23171,101,0,3959,,,62.8
5503,1987,17399,10827,10779,48,0,2746,,,62.23
5510,1987,2812,1814,1801,13,0,645,,,64.5
5512,1987,3978,2658,2640,18,0,1561,,,66.82
5514,1987,1843,1307,1298,9,0,1030,,,70.9
5516,1987,1195,908,896,12,0,635,,,76.0
5518,1987,923,772,769,3,0,503,,,83.6
5520,1987,2936,2120,2114,6,0,721,,,72.2
5522,1987,1911,1307,1304,3,0,480,,,68.4
5524,1987,5680,3499,3475,24,0,992,,,61.6
5526,1987,2567,1625,1618,7,0,736,,,63.3
5528,1987,1310,841,839,2,0,519,,,64.2
5530,1987,11993,7877,7828,49,0,3248,,,65.68
5532,1987,5118,3091,3081,10,0,1057,,,60.4
5534,1987,2149,1395,1389,6,0,796,,,64.9
5536,1987,2679,1776,1759,17,0,1053,,,66.3
5538,1987,1344,1091,1072,19,0,950,,,81.2
5540,1987,2192,1629,1602,27,0,1076,,,74.3
5542,1987,2351,1455,1438,17,0,742,,,61.9
5544,1987,3527,2229,2207,22,0,1005,,,63.2
5546,1987,1317,930,928,2,0,650,,,70.6
5601,1987,10145,5671,5631,40,0,1424,,,55.9
5603,1987,8162,4668,4631,37,0,1085,,,57.19
5605,1987,7389,4810,4781,29,0,999,,,65.1
5607,1987,4468,2748,2745,3,0,712,,,61.5
5610,1987,1944,1421,1412,9,0,911,,,73.1
5612,1987,1958,1247,1237,10,0,965,,,63.7
5614,1987,1369,909,905,4,0,693,,,66.4
5616,1987,1097,755,743,12,0,481,,,68.8
5618,1987,1496,902,884,18,0,360,,,60.3
5620,1987,3234,1782,1769,13,0,508,,,55.1
5622,1987,3317,1954,1928,26,0,678,,,58.9
5624,1987,1334,794,784,10,0,278,,,59.5
5626,1987,1086,717,709,8,0,352,,,66.0
5628,1987,2418,1705,1671,34,0,1097,,,70.5
5630,1987,1120,776,770,6,0,378,,,69.3
5632,1987,1821,967,961,6,0,262,,,53.1
5634,1987,2472,1518,1508,10,0,518,,,61.4
5636,1987,791,630,627,3,0,476,,,79.6
0301,1991,382031,272388,271073,1315,0,35744,,,71.3
1101,1991,9120,6074,6064,10,0,3138,,,66.6
1103,1991,79383,53284,53174,110,0,8855,,,67.12
1106,1991,21771,14086,14045,41,0,4184,,,64.7
1108,1991,33728,23038,22997,41,0,5221,,,68.31
1111,1991,2602,1845,1841,4,0,1017,,,70.9
1112,1991,2232,1551,1550,1,0,934,,,69.5
1114,1991,1662,1305,1305,0,0,858,,,78.5
1119,1991,9126,6379,6357,22,0,3472,,,69.9
1120,1991,8585,5838,5808,30,0,1859,,,68.0
1121,1991,8505,6217,6215,2,0,2268,,,73.1
1122,1991,5143,3585,3581,4,0,1211,,,69.7
1124,1991,11630,7757,7746,11,0,1790,,,66.7
1127,1991,5369,3742,3734,8,0,1457,,,69.7
1130,1991,6763,4795,4772,23,0,2329,,,70.9
1133,1991,2017,1513,1507,6,0,982,,,75.0
1134,1991,3024,2141,2139,2,0,1264,,,70.8
1135,1991,4057,2840,2838,2,0,1035,,,70.0
1144,1991,373,283,281,2,0,225,,,75.9
1145,1991,547,400,400,0,0,274,,,73.1
1146,1991,5637,3670,3659,11,0,1782,,,65.1
1149,1991,25470,15537,15509,28,0,5500,,,61.0
1151,1991,172,142,140,2,0,126,,,82.6
1160,1991,5903,4054,4046,8,0,2683,,,68.68
1505,1991,17200,10258,10199,59,0,2975,,,59.64
1506,1991,22437,13979,13946,33,0,4395,,,62.3
1508,1991,31839,19507,19463,44,0,6062,,,61.27
1511,1991,2928,1836,1830,6,0,1241,,,62.7
1514,1991,2469,1822,1807,15,0,1103,,,73.8
1515,1991,6135,4141,4120,21,0,2762,,,67.5
1516,1991,4281,2945,2935,10,0,1405,,,68.8
1517,1991,3317,2332,2322,10,0,1255,,,70.3
1520,1991,7669,5115,5097,18,0,2549,,,66.7
1525,1991,3582,2450,2445,5,0,1338,,,68.4
1528,1991,5185,3474,3440,34,0,1720,,,67.0
1531,1991,5006,3134,3127,7,0,1714,,,62.6
1532,1991,4527,2897,2892,5,0,1519,,,64.0
1535,1991,4861,3043,3035,8,0,1471,,,62.6
1539,1991,6046,3718,3714,4,0,1982,,,61.5
1547,1991,2235,1397,1396,1,0,870,,,62.5
1554,1991,4268,2693,2687,6,0,1405,,,63.1
1557,1991,2131,1479,1476,3,0,787,,,69.4
1560,1991,2670,1858,1857,1,0,1109,,,69.6
1563,1991,5877,3761,3754,7,0,1123,,,64.0
1566,1991,4989,3228,3219,9,0,1579,,,64.7
1573,1991,2079,1341,1338,3,0,786,,,64.5
1576,1991,4700,3154,3150,4,0,2028,,,67.11
1577,1991,6040,4186,4169,17,0,2208,,,69.3
1578,1991,2327,1543,1537,6,0,893,,,66.3
1579,1991,8865,5691,5673,18,0,3008,,,64.2
1580,1991,6527,4556,4540,16,0,2484,,,69.8
1804,1991,28258,17096,17070,26,0,4011,,,60.5
1806,1991,17091,10670,10603,67,0,2700,,,62.43
1811,1991,1615,1205,1197,8,0,759,,,74.6
1812,1991,1638,1181,1179,2,0,580,,,72.1
1813,1991,5310,3340,3334,6,0,1357,,,62.9
1815,1991,1223,860,859,1,0,458,,,70.3
1816,1991,517,391,391,0,0,255,,,75.6
1818,1991,1568,886,875,11,0,418,,,56.5
1820,1991,5625,3077,3071,6,0,1035,,,54.7
1822,1991,1765,1114,1108,6,0,680,,,63.1
1824,1991,10499,5743,5734,9,0,1486,,,54.7
1825,1991,1325,914,911,3,0,323,,,69.0
1826,1991,1381,982,979,3,0,384,,,71.1
1827,1991,1369,916,913,3,0,445,,,66.9
1828,1991,1346,907,903,4,0,458,,,67.4
1832,1991,3784,2675,2656,19,0,1046,,,70.7
1833,1991,19573,10393,10378,15,0,1666,,,53.1
1834,1991,1719,1224,1223,1,0,876,,,71.2
1835,1991,395,295,295,0,0,125,,,74.7
1836,1991,1268,881,880,1,0,725,,,69.5
1837,1991,5325,3440,3435,5,0,2167,,,64.6
1838,1991,1986,1321,1319,2,0,758,,,66.5
1839,1991,1133,803,796,7,0,342,,,70.9
1840,1991,3978,2514,2511,3,0,838,,,63.2
1841,1991,8704,5839,5822,17,0,1753,,,67.09
1845,1991,2174,1374,1366,8,0,555,,,63.2
1848,1991,2491,1522,1517,5,0,851,,,61.1
1851,1991,2173,1419,1419,0,0,394,,,65.3
1853,1991,1356,853,850,3,0,463,,,62.9
1856,1991,490,354,353,1,0,221,,,72.2
1857,1991,677,396,393,3,0,244,,,58.5
1859,1991,1259,831,821,10,0,625,,,66.0
1860,1991,8127,4787,4767,20,0,1533,,,58.9
1865,1991,7238,3959,3929,30,0,1311,,,54.7
1866,1991,6744,3824,3816,8,0,1519,,,56.7
1867,1991,3041,1995,1969,26,0,853,,,65.6
1868,1991,3706,2146,2138,8,0,887,,,57.9
1870,1991,6415,3759,3743,16,0,1027,,,58.6
1871,1991,5114,3467,3447,20,0,1716,,,67.8
1874,1991,1093,719,711,8,0,427,,,65.8
1875,1991,3762,2485,2478,7,0,1705,,,66.06
3101,1991,20861,13351,13280,71,0,1410,,,64.0
3103,1991,29494,18805,18609,196,0,3060,,,63.76
3105,1991,36984,23004,22707,297,0,3190,,,62.2
3107,1991,51974,32518,32155,363,0,5721,,,62.57
3110,1991,2466,1667,1650,17,0,815,,,67.6
3112,1991,4562,3052,3031,21,0,712,,,66.9
3114,1991,2968,1953,1948,5,0,579,,,65.8
3116,1991,2365,1530,1517,13,0,599,,,64.7
3118,1991,27223,17221,17088,133,0,5203,,,63.26
3120,1991,5513,3655,3631,24,0,1133,,,66.3
3122,1991,2770,1953,1947,6,0,827,,,70.5
3124,1991,1132,875,867,8,0,345,,,77.3
3201,1991,71527,50355,50131,224,0,6222,,,70.4
3203,1991,49834,34224,34109,115,0,6628,,,68.68
3205,1991,42753,27898,27749,149,0,3831,,,65.25
3207,1991,33121,22384,22309,75,0,3114,,,67.58
3209,1991,14307,9085,9054,31,0,1661,,,63.5
3212,1991,9903,6665,6644,21,0,1690,,,67.3
3214,1991,8110,5434,5419,15,0,1226,,,67.0
3216,1991,8247,5278,5260,18,0,1047,,,64.0
3218,1991,9153,6279,6259,20,0,1525,,,68.6
3220,1991,5936,3805,3794,11,0,728,,,64.1
3222,1991,20432,14139,14066,73,0,1791,,,69.2
3224,1991,10620,6839,6816,23,0,908,,,64.4
3226,1991,10478,6976,6944,32,0,1578,,,66.58
3228,1991,12123,8159,8124,35,0,1615,,,67.3
3230,1991,2845,2094,2071,23,0,656,,,73.6
3232,1991,12385,8793,8766,27,0,1325,,,71.0
3234,1991,5959,3963,3946,17,0,1103,,,66.5
3236,1991,4577,3181,3168,13,0,702,,,69.5
3238,1991,6253,4127,4118,9,0,656,,,66.0
3240,1991,12881,8540,8481,59,0,1409,,,66.3
3242,1991,1961,1410,1400,10,0,484,,,71.9
3301,1991,60649,38378,38162,216,0,3836,,,63.28
3303,1991,16729,10673,10595,78,0,2023,,,63.8
3305,1991,21800,14148,14086,62,0,2040,,,64.9
3310,1991,3578,2422,2414,8,0,596,,,67.7
3312,1991,14715,9903,9836,67,0,1575,,,67.3
3314,1991,11431,6927,6880,47,0,1139,,,60.6
3316,1991,9578,6130,6089,41,0,1050,,,64.0
3318,1991,1831,1399,1390,9,0,563,,,76.4
3320,1991,958,753,753,0,0,454,,,78.6
3322,1991,2669,1927,1922,5,0,948,,,72.2
3324,1991,3395,2278,2274,4,0,1080,,,67.1
3326,1991,1266,948,946,2,0,589,,,74.9
3328,1991,3675,2613,2611,2,0,1248,,,71.1
3330,1991,3627,2376,2373,3,0,1216,,,65.5
3332,1991,2970,2183,2177,6,0,867,,,73.5
3334,1991,2013,1367,1366,1,0,461,,,67.9
3336,1991,1156,873,870,3,0,294,,,75.5
3338,1991,2306,1536,1527,9,0,526,,,66.6
3401,1991,14009,8938,8888,50,0,1348,,,63.8
3403,1991,20671,14284,14235,49,0,2770,,,69.1
3405,1991,18296,12057,12007,50,0,1959,,,65.9
3407,1991,20991,13455,13421,34,0,1877,,,64.1
3411,1991,24468,15268,15163,105,0,1237,,,62.4
3412,1991,5398,3838,3802,36,0,573,,,71.1
3413,1991,13799,9452,9408,44,0,1554,,,68.5
3414,1991,4310,3168,3150,18,0,596,,,73.5
3415,1991,5936,4363,4336,27,0,566,,,73.5
3416,1991,5344,3276,3263,13,0,664,,,61.3
3417,1991,4791,3215,3204,11,0,598,,,67.1
