kode,nivaa,kjonn,variabel,aar,verdi
1840,04a,0,Personer,2002,62
1840,04a,0,Personer,2003,66
1840,04a,0,Personer,2004,69
1840,04a,0,Personer,2005,79
1840,04a,0,Personer,2006,81
1840,04a,0,Personer,2007,95
1840,04a,0,Personer,2008,88
1840,04a,0,Personer,2009,91
1840,04a,0,Personer,2010,98
1840,04a,0,Personer,2011,102
1840,04a,0,Personer,2012,112
1840,04a,0,Personer,2013,112
1840,04a,0,Personer,2014,128
1840,04a,0,Personer,2015,130
1840,04a,0,Personer,2016,136
1840,04a,0,Personer,2017,138
1840,04a,0,Personer,2018,126
1840,04a,0,Personer,2019,144
1840,04a,0,Personer,2020,147
1840,04a,0,Personer,2021,144
1840,04a,0,Personer,2022,149
1840,04a,0,Personer,2023,189
1840,04a,0,Personer,2024,228
1840,04a,0,Personer,2025,236
1841,00,0,Personer,1986,7792
1841,00,0,Personer,1987,7963
1841,00,0,Personer,1988,8037
1841,00,0,Personer,1989,7942
1841,00,0,Personer,1990,7930
1841,00,0,Personer,1991,7926
1841,00,0,Personer,1992,7909
1841,00,0,Personer,1993,7882
1841,00,0,Personer,1994,7929
1841,00,0,Personer,1995,7906
1841,00,0,Personer,1996,7838
1841,00,0,Personer,1997,7800
1841,00,0,Personer,1998,7714
1841,00,0,Personer,1999,7656
1841,00,0,Personer,2000,7700
1841,00,0,Personer,2001,7675
1841,00,0,Personer,2002,7648
1841,00,0,Personer,2003,7654
1841,00,0,Personer,2004,7679
1841,00,0,Personer,2005,7642
1841,00,0,Personer,2006,7646
1841,00,0,Personer,2007,7633
1841,00,0,Personer,2008,7660
1841,00,0,Personer,2009,7748
1841,00,0,Personer,2010,7777
1841,00,0,Personer,2011,7827
1841,00,0,Personer,2012,7797
1841,00,0,Personer,2013,7900
1841,00,0,Personer,2014,7956
1841,00,0,Personer,2015,8014
1841,00,0,Personer,2016,8139
1841,00,0,Personer,2017,8209
1841,00,0,Personer,2018,8181
1841,00,0,Personer,2019,8143
1841,00,0,Personer,2020,8140
1841,00,0,Personer,2021,8117
1841,00,0,Personer,2022,8132
1841,00,0,Personer,2023,8310
1841,00,0,Personer,2024,8376
1841,00,0,Personer,2025,8280
1841,03a,0,Personer,1986,592
1841,03a,0,Personer,1987,628
1841,03a,0,Personer,1988,667
1841,03a,0,Personer,1989,687
1841,03a,0,Personer,1990,717
1841,03a,0,Personer,1991,741
1841,03a,0,Personer,1992,768
1841,03a,0,Personer,1993,799
1841,03a,0,Personer,1994,851
1841,03a,0,Personer,1995,888
1841,03a,0,Personer,1996,932
1841,03a,0,Personer,1997,968
1841,03a,0,Personer,1998,1000
1841,03a,0,Personer,1999,986
1841,03a,0,Personer,2000,1023
1841,03a,0,Personer,2001,1021
1841,03a,0,Personer,2002,1039
1841,03a,0,Personer,2003,1073
1841,03a,0,Personer,2004,1118
1841,03a,0,Personer,2005,1177
1841,03a,0,Personer,2006,1191
1841,03a,0,Personer,2007,1202
1841,03a,0,Personer,2008,1232
1841,03a,0,Personer,2009,1264
1841,03a,0,Personer,2010,1308
1841,03a,0,Personer,2011,1327
1841,03a,0,Personer,2012,1353
1841,03a,0,Personer,2013,1396
1841,03a,0,Personer,2014,1462
1841,03a,0,Personer,2015,1483
1841,03a,0,Personer,2016,1547
1841,03a,0,Personer,2017,1586
1841,03a,0,Personer,2018,1580
1841,03a,0,Personer,2019,1592
1841,03a,0,Personer,2020,1631
1841,03a,0,Personer,2021,1658
1841,03a,0,Personer,2022,1668
1841,03a,0,Personer,2023,1724
1841,03a,0,Personer,2024,1747
1841,03a,0,Personer,2025,1711
1841,04a,0,Personer,1986,119
1841,04a,0,Personer,1987,117
1841,04a,0,Personer,1988,118
1841,04a,0,Personer,1989,117
1841,04a,0,Personer,1990,117
1841,04a,0,Personer,1991,114
1841,04a,0,Personer,1992,122
1841,04a,0,Personer,1993,130
1841,04a,0,Personer,1994,139
1841,04a,0,Personer,1995,138
1841,04a,0,Personer,1996,142
1841,04a,0,Personer,1997,146
1841,04a,0,Personer,1998,150
1841,04a,0,Personer,1999,148
1841,04a,0,Personer,2000,154
1841,04a,0,Personer,2001,160
1841,04a,0,Personer,2002,167
1841,04a,0,Personer,2003,168
1841,04a,0,Personer,2004,180
1841,04a,0,Personer,2005,181
1841,04a,0,Personer,2006,180
1841,04a,0,Personer,2007,188
1841,04a,0,Personer,2008,201
1841,04a,0,Personer,2009,216
1841,04a,0,Personer,2010,235
1841,04a,0,Personer,2011,244
1841,04a,0,Personer,2012,259
1841,04a,0,Personer,2013,261
1841,04a,0,Personer,2014,290
1841,04a,0,Personer,2015,308
1841,04a,0,Personer,2016,318
1841,04a,0,Personer,2017,327
1841,04a,0,Personer,2018,354
1841,04a,0,Personer,2019,361
1841,04a,0,Personer,2020,362
1841,04a,0,Personer,2021,380
1841,04a,0,Personer,2022,409
1841,04a,0,Personer,2023,477
1841,04a,0,Personer,2024,506
1841,04a,0,Personer,2025,504
1842,00,0,Personer,1986,1039
1842,00,0,Personer,1987,1058
1842,00,0,Personer,1988,1046
1842,00,0,Personer,1989,1017
1842,00,0,Personer,1990,1011
1842,00,0,Personer,1991,1006
1842,00,0,Personer,1992,1007
1842,00,0,Personer,1993,974
1842,00,0,Personer,1994,947
1842,00,0,Personer,1995,926
1842,00,0,Personer,1996,898
1842,00,0,Personer,1997,895
1842,00,0,Personer,1998,884
1842,00,0,Personer,1999,874
1842,00,0,Personer,2000,864
1842,00,0,Personer,2001,863
1842,00,0,Personer,2002,856
1842,00,0,Personer,2003,842
1842,00,0,Personer,2004,829
1842,03a,0,Personer,1986,64
1842,03a,0,Personer,1987,63
1842,03a,0,Personer,1988,69
1842,03a,0,Personer,1989,70
1842,03a,0,Personer,1990,66
1842,03a,0,Personer,1991,71
1842,03a,0,Personer,1992,76
1842,03a,0,Personer,1993,79
1842,03a,0,Personer,1994,82
1842,03a,0,Personer,1995,82
1842,03a,0,Personer,1996,88
1842,03a,0,Personer,1997,92
1842,03a,0,Personer,1998,99
1842,03a,0,Personer,1999,101
1842,03a,0,Personer,2000,96
1842,03a,0,Personer,2001,100
1842,03a,0,Personer,2002,100
1842,03a,0,Personer,2003,105
1842,03a,0,Personer,2004,109
1842,04a,0,Personer,1986,9
1842,04a,0,Personer,1987,7
1842,04a,0,Personer,1988,9
1842,04a,0,Personer,1989,9
1842,04a,0,Personer,1990,9
1842,04a,0,Personer,1991,8
1842,04a,0,Personer,1992,10
1842,04a,0,Personer,1993,11
1842,04a,0,Personer,1994,11
1842,04a,0,Personer,1995,11
1842,04a,0,Personer,1996,13
1842,04a,0,Personer,1997,13
1842,04a,0,Personer,1998,13
1842,04a,0,Personer,1999,15
1842,04a,0,Personer,2000,14
1842,04a,0,Personer,2001,17
1842,04a,0,Personer,2002,19
1842,04a,0,Personer,2003,18
1842,04a,0,Personer,2004,16
1845,00,0,Personer,1986,2286
1845,00,0,Personer,1987,2299
1845,00,0,Personer,1988,2298
1845,00,0,Personer,1989,2242
1845,00,0,Personer,1990,2225
1845,00,0,Personer,1991,2219
1845,00,0,Personer,1992,2178
1845,00,0,Personer,1993,2142
1845,00,0,Personer,1994,2098
1845,00,0,Personer,1995,2041
1845,00,0,Personer,1996,2036
1845,00,0,Personer,1997,2017
1845,00,0,Personer,1998,1988
1845,00,0,Personer,1999,1929
1845,00,0,Personer,2000,1909
1845,00,0,Personer,2001,1873
1845,00,0,Personer,2002,1829
1845,00,0,Personer,2003,1790
1845,00,0,Personer,2004,1762
1845,00,0,Personer,2005,1749
1845,00,0,Personer,2006,1706
1845,00,0,Personer,2007,1661
1845,00,0,Personer,2008,1660
1845,00,0,Personer,2009,1639
1845,00,0,Personer,2010,1631
1845,00,0,Personer,2011,1642
1845,00,0,Personer,2012,1637
1845,00,0,Personer,2013,1645
1845,00,0,Personer,2014,1630
1845,00,0,Personer,2015,1630
1845,00,0,Personer,2016,1620
1845,00,0,Personer,2017,1636
1845,00,0,Personer,2018,1644
1845,00,0,Personer,2019,1632
1845,00,0,Personer,2020,1624
1845,00,0,Personer,2021,1606
1845,00,0,Personer,2022,1578
1845,00,0,Personer,2023,1598
1845,00,0,Personer,2024,1594
1845,00,0,Personer,2025,1581
1845,03a,0,Personer,1986,139
1845,03a,0,Personer,1987,147
1845,03a,0,Personer,1988,154
1845,03a,0,Personer,1989,155
1845,03a,0,Personer,1990,164
1845,03a,0,Personer,1991,173
1845,03a,0,Personer,1992,176
1845,03a,0,Personer,1993,177
1845,03a,0,Personer,1994,185
1845,03a,0,Personer,1995,187
1845,03a,0,Personer,1996,198
1845,03a,0,Personer,1997,201
1845,03a,0,Personer,1998,201
1845,03a,0,Personer,1999,186
1845,03a,0,Personer,2000,189
1845,03a,0,Personer,2001,188
1845,03a,0,Personer,2002,188
1845,03a,0,Personer,2003,184
1845,03a,0,Personer,2004,192
1845,03a,0,Personer,2005,205
1845,03a,0,Personer,2006,205
1845,03a,0,Personer,2007,197
1845,03a,0,Personer,2008,204
1845,03a,0,Personer,2009,217
1845,03a,0,Personer,2010,216
1845,03a,0,Personer,2011,221
1845,03a,0,Personer,2012,218
1845,03a,0,Personer,2013,230
1845,03a,0,Personer,2014,235
1845,03a,0,Personer,2015,238
1845,03a,0,Personer,2016,240
1845,03a,0,Personer,2017,257
1845,03a,0,Personer,2018,265
1845,03a,0,Personer,2019,257
1845,03a,0,Personer,2020,250
1845,03a,0,Personer,2021,249
1845,03a,0,Personer,2022,245
1845,03a,0,Personer,2023,248
1845,03a,0,Personer,2024,259
1845,03a,0,Personer,2025,274
1845,04a,0,Personer,1986,19
1845,04a,0,Personer,1987,17
1845,04a,0,Personer,1988,18
1845,04a,0,Personer,1989,17
1845,04a,0,Personer,1990,14
1845,04a,0,Personer,1991,13
1845,04a,0,Personer,1992,13
1845,04a,0,Personer,1993,16
1845,04a,0,Personer,1994,14
1845,04a,0,Personer,1995,18
1845,04a,0,Personer,1996,19
1845,04a,0,Personer,1997,21
1845,04a,0,Personer,1998,17
1845,04a,0,Personer,1999,16
1845,04a,0,Personer,2000,15
1845,04a,0,Personer,2001,13
1845,04a,0,Personer,2002,11
1845,04a,0,Personer,2003,9
1845,04a,0,Personer,2004,14
1845,04a,0,Personer,2005,13
1845,04a,0,Personer,2006,15
1845,04a,0,Personer,2007,18
1845,04a,0,Personer,2008,17
1845,04a,0,Personer,2009,16
1845,04a,0,Personer,2010,17
1845,04a,0,Personer,2011,18
1845,04a,0,Personer,2012,21
1845,04a,0,Personer,2013,20
1845,04a,0,Personer,2014,27
1845,04a,0,Personer,2015,33
1845,04a,0,Personer,2016,38
1845,04a,0,Personer,2017,37
1845,04a,0,Personer,2018,36
1845,04a,0,Personer,2019,34
1845,04a,0,Personer,2020,40
1845,04a,0,Personer,2021,48
1845,04a,0,Personer,2022,52
1845,04a,0,Personer,2023,62
1845,04a,0,Personer,2024,70
1845,04a,0,Personer,2025,69
1848,00,0,Personer,1986,2683
1848,00,0,Personer,1987,2680
1848,00,0,Personer,1988,2668
1848,00,0,Personer,1989,2579
1848,00,0,Personer,1990,2568
1848,00,0,Personer,1991,2570
1848,00,0,Personer,1992,2567
1848,00,0,Personer,1993,2528
1848,00,0,Personer,1994,2497
1848,00,0,Personer,1995,2482
1848,00,0,Personer,1996,2456
1848,00,0,Personer,1997,2454
1848,00,0,Personer,1998,2418
1848,00,0,Personer,1999,2392
1848,00,0,Personer,2000,2343
1848,00,0,Personer,2001,2327
1848,00,0,Personer,2002,2305
1848,00,0,Personer,2003,2305
1848,00,0,Personer,2004,2287
1848,00,0,Personer,2005,2251
1848,00,0,Personer,2006,2202
1848,00,0,Personer,2007,2196
1848,00,0,Personer,2008,2177
1848,00,0,Personer,2009,2180
1848,00,0,Personer,2010,2186
1848,00,0,Personer,2011,2177
1848,00,0,Personer,2012,2157
1848,00,0,Personer,2013,2170
1848,00,0,Personer,2014,2153
1848,00,0,Personer,2015,2152
1848,00,0,Personer,2016,2156
1848,00,0,Personer,2017,2162
1848,00,0,Personer,2018,2175
1848,00,0,Personer,2019,2192
1848,00,0,Personer,2020,2195
1848,00,0,Personer,2021,2191
1848,00,0,Personer,2022,2218
1848,00,0,Personer,2023,2269
1848,00,0,Personer,2024,2271
1848,00,0,Personer,2025,2282
1848,03a,0,Personer,1986,147
1848,03a,0,Personer,1987,155
1848,03a,0,Personer,1988,158
1848,03a,0,Personer,1989,166
1848,03a,0,Personer,1990,168
1848,03a,0,Personer,1991,183
1848,03a,0,Personer,1992,185
1848,03a,0,Personer,1993,194
1848,03a,0,Personer,1994,200
1848,03a,0,Personer,1995,206
1848,03a,0,Personer,1996,205
1848,03a,0,Personer,1997,215
1848,03a,0,Personer,1998,217
1848,03a,0,Personer,1999,215
1848,03a,0,Personer,2000,212
1848,03a,0,Personer,2001,220
1848,03a,0,Personer,2002,232
1848,03a,0,Personer,2003,242
1848,03a,0,Personer,2004,257
1848,03a,0,Personer,2005,273
1848,03a,0,Personer,2006,266
1848,03a,0,Personer,2007,273
1848,03a,0,Personer,2008,274
1848,03a,0,Personer,2009,282
1848,03a,0,Personer,2010,290
1848,03a,0,Personer,2011,296
1848,03a,0,Personer,2012,300
1848,03a,0,Personer,2013,306
1848,03a,0,Personer,2014,320
1848,03a,0,Personer,2015,330
1848,03a,0,Personer,2016,353
1848,03a,0,Personer,2017,367
1848,03a,0,Personer,2018,387
1848,03a,0,Personer,2019,395
1848,03a,0,Personer,2020,396
1848,03a,0,Personer,2021,413
1848,03a,0,Personer,2022,434
1848,03a,0,Personer,2023,444
1848,03a,0,Personer,2024,441
1848,03a,0,Personer,2025,456
1848,04a,0,Personer,1986,20
1848,04a,0,Personer,1987,17
1848,04a,0,Personer,1988,16
1848,04a,0,Personer,1989,15
1848,04a,0,Personer,1990,20
1848,04a,0,Personer,1991,25
1848,04a,0,Personer,1992,27
1848,04a,0,Personer,1993,21
1848,04a,0,Personer,1994,24
1848,04a,0,Personer,1995,27
1848,04a,0,Personer,1996,29
1848,04a,0,Personer,1997,29
1848,04a,0,Personer,1998,33
1848,04a,0,Personer,1999,33
1848,04a,0,Personer,2000,30
1848,04a,0,Personer,2001,38
1848,04a,0,Personer,2002,32
1848,04a,0,Personer,2003,35
1848,04a,0,Personer,2004,42
1848,04a,0,Personer,2005,39
1848,04a,0,Personer,2006,39
1848,04a,0,Personer,2007,43
1848,04a,0,Personer,2008,50
1848,04a,0,Personer,2009,54
1848,04a,0,Personer,2010,57
1848,04a,0,Personer,2011,59
1848,04a,0,Personer,2012,60
1848,04a,0,Personer,2013,61
1848,04a,0,Personer,2014,71
1848,04a,0,Personer,2015,78
1848,04a,0,Personer,2016,83
1848,04a,0,Personer,2017,83
1848,04a,0,Personer,2018,88
1848,04a,0,Personer,2019,101
1848,04a,0,Personer,2020,112
1848,04a,0,Personer,2021,111
1848,04a,0,Personer,2022,125
1848,04a,0,Personer,2023,164
1848,04a,0,Personer,2024,161
1848,04a,0,Personer,2025,175
1849,00,0,Personer,1986,1866
1849,00,0,Personer,1987,1885
1849,00,0,Personer,1988,1907
1849,00,0,Personer,1989,1868
1849,00,0,Personer,1990,1843
1849,00,0,Personer,1991,1815
1849,00,0,Personer,1992,1809
1849,00,0,Personer,1993,1774
1849,00,0,Personer,1994,1759
1849,00,0,Personer,1995,1756
1849,00,0,Personer,1996,1718
1849,00,0,Personer,1997,1663
1849,00,0,Personer,1998,1641
1849,00,0,Personer,1999,1600
1849,00,0,Personer,2000,1575
1849,00,0,Personer,2001,1556
1849,00,0,Personer,2002,1565
1849,00,0,Personer,2003,1551
1849,00,0,Personer,2004,1535
1849,00,0,Personer,2005,1531
1849,00,0,Personer,2006,1496
1849,00,0,Personer,2007,1485
1849,00,0,Personer,2008,1461
1849,00,0,Personer,2009,1490
1849,00,0,Personer,2010,1504
1849,00,0,Personer,2011,1513
1849,00,0,Personer,2012,1507
1849,00,0,Personer,2013,1536
1849,00,0,Personer,2014,1530
1849,00,0,Personer,2015,1544
1849,00,0,Personer,2016,1543
1849,00,0,Personer,2017,1548
1849,00,0,Personer,2018,1504
1849,00,0,Personer,2019,1503
1849,03a,0,Personer,1986,129
1849,03a,0,Personer,1987,134
1849,03a,0,Personer,1988,151
1849,03a,0,Personer,1989,153
1849,03a,0,Personer,1990,165
1849,03a,0,Personer,1991,180
1849,03a,0,Personer,1992,192
1849,03a,0,Personer,1993,205
1849,03a,0,Personer,1994,203
1849,03a,0,Personer,1995,214
1849,03a,0,Personer,1996,221
1849,03a,0,Personer,1997,230
1849,03a,0,Personer,1998,233
1849,03a,0,Personer,1999,234
1849,03a,0,Personer,2000,233
1849,03a,0,Personer,2001,226
1849,03a,0,Personer,2002,235
1849,03a,0,Personer,2003,232
1849,03a,0,Personer,2004,240
1849,03a,0,Personer,2005,237
1849,03a,0,Personer,2006,238
1849,03a,0,Personer,2007,241
1849,03a,0,Personer,2008,233
1849,03a,0,Personer,2009,248
1849,03a,0,Personer,2010,255
1849,03a,0,Personer,2011,264
1849,03a,0,Personer,2012,272
1849,03a,0,Personer,2013,285
1849,03a,0,Personer,2014,305
1849,03a,0,Personer,2015,319
1849,03a,0,Personer,2016,316
1849,03a,0,Personer,2017,313
1849,03a,0,Personer,2018,307
1849,03a,0,Personer,2019,312
1849,04a,0,Personer,1986,23
1849,04a,0,Personer,1987,22
1849,04a,0,Personer,1988,27
1849,04a,0,Personer,1989,26
1849,04a,0,Personer,1990,25
1849,04a,0,Personer,1991,27
1849,04a,0,Personer,1992,23
1849,04a,0,Personer,1993,26
1849,04a,0,Personer,1994,29
1849,04a,0,Personer,1995,27
1849,04a,0,Personer,1996,27
1849,04a,0,Personer,1997,26
1849,04a,0,Personer,1998,23
1849,04a,0,Personer,1999,20
1849,04a,0,Personer,2000,23
1849,04a,0,Personer,2001,22
1849,04a,0,Personer,2002,26
1849,04a,0,Personer,2003,32
1849,04a,0,Personer,2004,30
1849,04a,0,Personer,2005,36
1849,04a,0,Personer,2006,33
1849,04a,0,Personer,2007,31
1849,04a,0,Personer,2008,32
1849,04a,0,Personer,2009,39
1849,04a,0,Personer,2010,45
1849,04a,0,Personer,2011,52
1849,04a,0,Personer,2012,57
1849,04a,0,Personer,2013,61
1849,04a,0,Personer,2014,67
1849,04a,0,Personer,2015,78
1849,04a,0,Personer,2016,84
1849,04a,0,Personer,2017,94
1849,04a,0,Personer,2018,91
1849,04a,0,Personer,2019,88
1850,00,0,Personer,1986,2133
1850,00,0,Personer,1987,2132
1850,00,0,Personer,1988,2148
1850,00,0,Personer,1989,2101
1850,00,0,Personer,1990,2062
1850,00,0,Personer,1991,2039
1850,00,0,Personer,1992,2035
1850,00,0,Personer,1993,2022
1850,00,0,Personer,1994,1999
1850,00,0,Personer,1995,1954
1850,00,0,Personer,1996,1930
1850,00,0,Personer,1997,1910
1850,00,0,Personer,1998,1894
1850,00,0,Personer,1999,1857
1850,00,0,Personer,2000,1843
1850,00,0,Personer,2001,1849
1850,00,0,Personer,2002,1849
1850,00,0,Personer,2003,1816
1850,00,0,Personer,2004,1782
1850,00,0,Personer,2005,1759
1850,00,0,Personer,2006,1727
1850,00,0,Personer,2007,1684
1850,00,0,Personer,2008,1682
1850,00,0,Personer,2009,1660
1850,00,0,Personer,2010,1657
1850,00,0,Personer,2011,1639
1850,00,0,Personer,2012,1673
1850,00,0,Personer,2013,1695
1850,00,0,Personer,2014,1695
1850,00,0,Personer,2015,1675
1850,00,0,Personer,2016,1671
1850,00,0,Personer,2017,1660
1850,00,0,Personer,2018,1643
1850,00,0,Personer,2019,1633
1850,03a,0,Personer,1986,127
1850,03a,0,Personer,1987,128
1850,03a,0,Personer,1988,140
1850,03a,0,Personer,1989,142
1850,03a,0,Personer,1990,139
1850,03a,0,Personer,1991,141
1850,03a,0,Personer,1992,152
1850,03a,0,Personer,1993,166
1850,03a,0,Personer,1994,171
1850,03a,0,Personer,1995,187
1850,03a,0,Personer,1996,195
1850,03a,0,Personer,1997,202
1850,03a,0,Personer,1998,205
1850,03a,0,Personer,1999,198
1850,03a,0,Personer,2000,193
1850,03a,0,Personer,2001,203
1850,03a,0,Personer,2002,207
1850,03a,0,Personer,2003,203
1850,03a,0,Personer,2004,205
1850,03a,0,Personer,2005,218
1850,03a,0,Personer,2006,213
1850,03a,0,Personer,2007,219
1850,03a,0,Personer,2008,219
1850,03a,0,Personer,2009,219
1850,03a,0,Personer,2010,231
1850,03a,0,Personer,2011,224
1850,03a,0,Personer,2012,236
1850,03a,0,Personer,2013,241
1850,03a,0,Personer,2014,258
1850,03a,0,Personer,2015,266
1850,03a,0,Personer,2016,273
1850,03a,0,Personer,2017,286
1850,03a,0,Personer,2018,279
1850,03a,0,Personer,2019,270
1850,04a,0,Personer,1986,8
1850,04a,0,Personer,1987,5
1850,04a,0,Personer,1988,6
1850,04a,0,Personer,1989,5
1850,04a,0,Personer,1990,8
1850,04a,0,Personer,1991,13
1850,04a,0,Personer,1992,14
1850,04a,0,Personer,1993,14
1850,04a,0,Personer,1994,12
1850,04a,0,Personer,1995,16
1850,04a,0,Personer,1996,18
1850,04a,0,Personer,1997,19
1850,04a,0,Personer,1998,21
1850,04a,0,Personer,1999,19
1850,04a,0,Personer,2000,18
1850,04a,0,Personer,2001,21
1850,04a,0,Personer,2002,23
1850,04a,0,Personer,2003,28
1850,04a,0,Personer,2004,25
1850,04a,0,Personer,2005,31
1850,04a,0,Personer,2006,31
1850,04a,0,Personer,2007,32
1850,04a,0,Personer,2008,30
1850,04a,0,Personer,2009,31
1850,04a,0,Personer,2010,26
1850,04a,0,Personer,2011,32
1850,04a,0,Personer,2012,38
1850,04a,0,Personer,2013,47
1850,04a,0,Personer,2014,50
1850,04a,0,Personer,2015,45
1850,04a,0,Personer,2016,48
1850,04a,0,Personer,2017,58
1850,04a,0,Personer,2018,66
1850,04a,0,Personer,2019,58
1851,00,0,Personer,1986,2341
1851,00,0,Personer,1987,2349
1851,00,0,Personer,1988,2346
1851,00,0,Personer,1989,2287
1851,00,0,Personer,1990,2272
1851,00,0,Personer,1991,2253
1851,00,0,Personer,1992,2244
1851,00,0,Personer,1993,2187
1851,00,0,Personer,1994,2171
1851,00,0,Personer,1995,2148
1851,00,0,Personer,1996,2093
1851,00,0,Personer,1997,2043
1851,00,0,Personer,1998,2013
1851,00,0,Personer,1999,1981
1851,00,0,Personer,2000,1944
1851,00,0,Personer,2001,1908
1851,00,0,Personer,2002,1925
1851,00,0,Personer,2003,1945
1851,00,0,Personer,2004,1941
1851,00,0,Personer,2005,1931
1851,00,0,Personer,2006,1887
1851,00,0,Personer,2007,1888
1851,00,0,Personer,2008,1874
1851,00,0,Personer,2009,1859
1851,00,0,Personer,2010,1848
1851,00,0,Personer,2011,1842
1851,00,0,Personer,2012,1851
1851,00,0,Personer,2013,1878
1851,00,0,Personer,2014,1847
1851,00,0,Personer,2015,1841
1851,00,0,Personer,2016,1824
1851,00,0,Personer,2017,1807
1851,00,0,Personer,2018,1790
1851,00,0,Personer,2019,1765
1851,00,0,Personer,2020,1750
1851,00,0,Personer,2021,1718
1851,00,0,Personer,2022,1741
1851,00,0,Personer,2023,1787
1851,00,0,Personer,2024,1817
1851,00,0,Personer,2025,1729
1851,03a,0,Personer,1986,191
1851,03a,0,Personer,1987,197
1851,03a,0,Personer,1988,196
1851,03a,0,Personer,1989,226
1851,03a,0,Personer,1990,231
1851,03a,0,Personer,1991,239
1851,03a,0,Personer,1992,252
1851,03a,0,Personer,1993,252
1851,03a,0,Personer,1994,243
1851,03a,0,Personer,1995,252
1851,03a,0,Personer,1996,238
1851,03a,0,Personer,1997,249
1851,03a,0,Personer,1998,254
1851,03a,0,Personer,1999,242
1851,03a,0,Personer,2000,237
1851,03a,0,Personer,2001,234
1851,03a,0,Personer,2002,241
1851,03a,0,Personer,2003,261
1851,03a,0,Personer,2004,258
1851,03a,0,Personer,2005,269
1851,03a,0,Personer,2006,273
1851,03a,0,Personer,2007,283
1851,03a,0,Personer,2008,281
1851,03a,0,Personer,2009,294
1851,03a,0,Personer,2010,292
1851,03a,0,Personer,2011,306
1851,03a,0,Personer,2012,310
1851,03a,0,Personer,2013,315
1851,03a,0,Personer,2014,319
1851,03a,0,Personer,2015,325
1851,03a,0,Personer,2016,325
1851,03a,0,Personer,2017,327
1851,03a,0,Personer,2018,322
1851,03a,0,Personer,2019,327
1851,03a,0,Personer,2020,321
1851,03a,0,Personer,2021,325
1851,03a,0,Personer,2022,351
1851,03a,0,Personer,2023,337
1851,03a,0,Personer,2024,355
1851,03a,0,Personer,2025,348
1851,04a,0,Personer,1986,46
1851,04a,0,Personer,1987,44
1851,04a,0,Personer,1988,42
1851,04a,0,Personer,1989,41
1851,04a,0,Personer,1990,38
1851,04a,0,Personer,1991,38
1851,04a,0,Personer,1992,40
1851,04a,0,Personer,1993,46
1851,04a,0,Personer,1994,45
1851,04a,0,Personer,1995,53
1851,04a,0,Personer,1996,48
1851,04a,0,Personer,1997,45
1851,04a,0,Personer,1998,45
1851,04a,0,Personer,1999,42
1851,04a,0,Personer,2000,41
1851,04a,0,Personer,2001,38
1851,04a,0,Personer,2002,41
1851,04a,0,Personer,2003,38
1851,04a,0,Personer,2004,44
1851,04a,0,Personer,2005,43
1851,04a,0,Personer,2006,42
1851,04a,0,Personer,2007,44
1851,04a,0,Personer,2008,42
1851,04a,0,Personer,2009,44
1851,04a,0,Personer,2010,49
1851,04a,0,Personer,2011,49
1851,04a,0,Personer,2012,49
1851,04a,0,Personer,2013,58
1851,04a,0,Personer,2014,62
1851,04a,0,Personer,2015,62
1851,04a,0,Personer,2016,63
1851,04a,0,Personer,2017,69
1851,04a,0,Personer,2018,74
1851,04a,0,Personer,2019,68
1851,04a,0,Personer,2020,76
1851,04a,0,Personer,2021,77
1851,04a,0,Personer,2022,89
1851,04a,0,Personer,2023,103
1851,04a,0,Personer,2024,104
1851,04a,0,Personer,2025,91
1852,00,0,Personer,1986,1459
1852,00,0,Personer,1987,1457
1852,00,0,Personer,1988,1424
1852,00,0,Personer,1989,1359
1852,00,0,Personer,1990,1360
1852,00,0,Personer,1991,1344
1852,00,0,Personer,1992,1330
1852,00,0,Personer,1993,1291
1852,00,0,Personer,1994,1286
1852,00,0,Personer,1995,1293
1852,00,0,Personer,1996,1303
1852,00,0,Personer,1997,1265
1852,00,0,Personer,1998,1260
1852,00,0,Personer,1999,1265
1852,00,0,Personer,2000,1216
1852,00,0,Personer,2001,1225
1852,00,0,Personer,2002,1200
1852,00,0,Personer,2003,1187
1852,00,0,Personer,2004,1165
1852,00,0,Personer,2005,1159
1852,00,0,Personer,2006,1130
1852,00,0,Personer,2007,1099
1852,00,0,Personer,2008,1117
1852,00,0,Personer,2009,1102
1852,00,0,Personer,2010,1105
1852,00,0,Personer,2011,1088
1852,00,0,Personer,2012,1079
1852,00,0,Personer,2013,1074
1852,00,0,Personer,2014,1066
1852,00,0,Personer,2015,1088
1852,00,0,Personer,2016,1069
1852,00,0,Personer,2017,1073
1852,00,0,Personer,2018,1080
1852,00,0,Personer,2019,1069
1852,03a,0,Personer,1986,88
1852,03a,0,Personer,1987,85
1852,03a,0,Personer,1988,88
1852,03a,0,Personer,1989,85
1852,03a,0,Personer,1990,89
1852,03a,0,Personer,1991,96
1852,03a,0,Personer,1992,114
1852,03a,0,Personer,1993,120
1852,03a,0,Personer,1994,128
1852,03a,0,Personer,1995,131
1852,03a,0,Personer,1996,146
1852,03a,0,Personer,1997,136
1852,03a,0,Personer,1998,133
1852,03a,0,Personer,1999,134
1852,03a,0,Personer,2000,119
1852,03a,0,Personer,2001,128
1852,03a,0,Personer,2002,135
1852,03a,0,Personer,2003,137
1852,03a,0,Personer,2004,139
1852,03a,0,Personer,2005,143
1852,03a,0,Personer,2006,142
1852,03a,0,Personer,2007,143
