Tid,GodkjenteProsent,PolitParti,Region
2017 2017,5.3,06 Sosialistisk Venstreparti,0215 Frogn (-2019)
2013 2013,6.8,07 Venstre,0215 Frogn (-2019)
2017 2017,6.1,07 Venstre,0215 Frogn (-2019)
2013 2013,3.4,08 Miljøpartiet de Grønne,0215 Frogn (-2019)
2017 2017,4.4,08 Miljøpartiet de Grønne,0215 Frogn (-2019)
2013 2013,0.7,55 Rødt,0215 Frogn (-2019)
2017 2017,1.9,55 Rødt,0215 Frogn (-2019)
2013 2013,26.1,01 Arbeiderpartiet,0216 Nesodden (-2019)
2017 2017,24.1,01 Arbeiderpartiet,0216 Nesodden (-2019)
2013 2013,12.0,02 Fremskrittspartiet,0216 Nesodden (-2019)
2017 2017,11.1,02 Fremskrittspartiet,0216 Nesodden (-2019)
2013 2013,26.8,03 Høyre,0216 Nesodden (-2019)
2017 2017,23.8,03 Høyre,0216 Nesodden (-2019)
2013 2013,3.7,04 Kristelig Folkeparti,0216 Nesodden (-2019)
2017 2017,2.2,04 Kristelig Folkeparti,0216 Nesodden (-2019)
2013 2013,1.1,05 Senterpartiet,0216 Nesodden (-2019)
2017 2017,3.4,05 Senterpartiet,0216 Nesodden (-2019)
2013 2013,9.3,06 Sosialistisk Venstreparti,0216 Nesodden (-2019)
2017 2017,10.8,06 Sosialistisk Venstreparti,0216 Nesodden (-2019)
2013 2013,7.6,07 Venstre,0216 Nesodden (-2019)
2017 2017,6.2,07 Venstre,0216 Nesodden (-2019)
2013 2013,10.2,08 Miljøpartiet de Grønne,0216 Nesodden (-2019)
2017 2017,10.4,08 Miljøpartiet de Grønne,0216 Nesodden (-2019)
2013 2013,2.2,55 Rødt,0216 Nesodden (-2019)
2017 2017,6.3,55 Rødt,0216 Nesodden (-2019)
2013 2013,25.3,01 Arbeiderpartiet,0217 Oppegård (1915-2019)
2017 2017,24.1,01 Arbeiderpartiet,0217 Oppegård (1915-2019)
2013 2013,14.4,02 Fremskrittspartiet,0217 Oppegård (1915-2019)
2017 2017,12.2,02 Fremskrittspartiet,0217 Oppegård (1915-2019)
2013 2013,39.0,03 Høyre,0217 Oppegård (1915-2019)
2017 2017,34.6,03 Høyre,0217 Oppegård (1915-2019)
2013 2013,4.0,04 Kristelig Folkeparti,0217 Oppegård (1915-2019)
2017 2017,2.9,04 Kristelig Folkeparti,0217 Oppegård (1915-2019)
2013 2013,0.8,05 Senterpartiet,0217 Oppegård (1915-2019)
2017 2017,2.8,05 Senterpartiet,0217 Oppegård (1915-2019)
2013 2013,4.1,06 Sosialistisk Venstreparti,0217 Oppegård (1915-2019)
2017 2017,7.4,06 Sosialistisk Venstreparti,0217 Oppegård (1915-2019)
2013 2013,7.5,07 Venstre,0217 Oppegård (1915-2019)
2017 2017,8.6,07 Venstre,0217 Oppegård (1915-2019)
2013 2013,3.2,08 Miljøpartiet de Grønne,0217 Oppegård (1915-2019)
2017 2017,4.2,08 Miljøpartiet de Grønne,0217 Oppegård (1915-2019)
2013 2013,0.6,55 Rødt,0217 Oppegård (1915-2019)
2017 2017,1.8,55 Rødt,0217 Oppegård (1915-2019)
2013 2013,20.3,01 Arbeiderpartiet,0219 Bærum (-2019)
2017 2017,19.8,01 Arbeiderpartiet,0219 Bærum (-2019)
2013 2013,12.5,02 Fremskrittspartiet,0219 Bærum (-2019)
2017 2017,10.8,02 Fremskrittspartiet,0219 Bærum (-2019)
2013 2013,45.9,03 Høyre,0219 Bærum (-2019)
2017 2017,42.6,03 Høyre,0219 Bærum (-2019)
2013 2013,2.6,04 Kristelig Folkeparti,0219 Bærum (-2019)
2017 2017,1.9,04 Kristelig Folkeparti,0219 Bærum (-2019)
2013 2013,0.8,05 Senterpartiet,0219 Bærum (-2019)
2017 2017,2.2,05 Senterpartiet,0219 Bærum (-2019)
2013 2013,3.3,06 Sosialistisk Venstreparti,0219 Bærum (-2019)
2017 2017,4.6,06 Sosialistisk Venstreparti,0219 Bærum (-2019)
2013 2013,9.3,07 Venstre,0219 Bærum (-2019)
2017 2017,10.9,07 Venstre,0219 Bærum (-2019)
2013 2013,3.5,08 Miljøpartiet de Grønne,0219 Bærum (-2019)
2017 2017,4.2,08 Miljøpartiet de Grønne,0219 Bærum (-2019)
2013 2013,0.6,55 Rødt,0219 Bærum (-2019)
2017 2017,1.6,55 Rødt,0219 Bærum (-2019)
2013 2013,21.0,01 Arbeiderpartiet,0220 Asker (-2019)
2017 2017,20.4,01 Arbeiderpartiet,0220 Asker (-2019)
2013 2013,13.8,02 Fremskrittspartiet,0220 Asker (-2019)
2017 2017,11.8,02 Fremskrittspartiet,0220 Asker (-2019)
2013 2013,43.0,03 Høyre,0220 Asker (-2019)
2017 2017,39.5,03 Høyre,0220 Asker (-2019)
2013 2013,3.0,04 Kristelig Folkeparti,0220 Asker (-2019)
2017 2017,2.2,04 Kristelig Folkeparti,0220 Asker (-2019)
2013 2013,1.0,05 Senterpartiet,0220 Asker (-2019)
2017 2017,2.8,05 Senterpartiet,0220 Asker (-2019)
2013 2013,3.7,06 Sosialistisk Venstreparti,0220 Asker (-2019)
2017 2017,5.4,06 Sosialistisk Venstreparti,0220 Asker (-2019)
2013 2013,9.0,07 Venstre,0220 Asker (-2019)
2017 2017,10.1,07 Venstre,0220 Asker (-2019)
2013 2013,3.7,08 Miljøpartiet de Grønne,0220 Asker (-2019)
2017 2017,4.9,08 Miljøpartiet de Grønne,0220 Asker (-2019)
2013 2013,0.6,55 Rødt,0220 Asker (-2019)
2017 2017,1.6,55 Rødt,0220 Asker (-2019)
2013 2013,38.6,01 Arbeiderpartiet,0221 Aurskog-Høland (1966-2019)
2017 2017,32.2,01 Arbeiderpartiet,0221 Aurskog-Høland (1966-2019)
2013 2013,21.4,02 Fremskrittspartiet,0221 Aurskog-Høland (1966-2019)
2017 2017,20.1,02 Fremskrittspartiet,0221 Aurskog-Høland (1966-2019)
2013 2013,18.6,03 Høyre,0221 Aurskog-Høland (1966-2019)
2017 2017,17.4,03 Høyre,0221 Aurskog-Høland (1966-2019)
2013 2013,5.1,04 Kristelig Folkeparti,0221 Aurskog-Høland (1966-2019)
2017 2017,3.6,04 Kristelig Folkeparti,0221 Aurskog-Høland (1966-2019)
2013 2013,8.5,05 Senterpartiet,0221 Aurskog-Høland (1966-2019)
2017 2017,17.4,05 Senterpartiet,0221 Aurskog-Høland (1966-2019)
2013 2013,2.0,06 Sosialistisk Venstreparti,0221 Aurskog-Høland (1966-2019)
2017 2017,3.1,06 Sosialistisk Venstreparti,0221 Aurskog-Høland (1966-2019)
2013 2013,2.3,07 Venstre,0221 Aurskog-Høland (1966-2019)
2017 2017,1.9,07 Venstre,0221 Aurskog-Høland (1966-2019)
2013 2013,1.6,08 Miljøpartiet de Grønne,0221 Aurskog-Høland (1966-2019)
2017 2017,1.6,08 Miljøpartiet de Grønne,0221 Aurskog-Høland (1966-2019)
2013 2013,0.5,55 Rødt,0221 Aurskog-Høland (1966-2019)
2017 2017,1.1,55 Rødt,0221 Aurskog-Høland (1966-2019)
2013 2013,34.2,01 Arbeiderpartiet,0226 Sørum (-2019)
2017 2017,29.9,01 Arbeiderpartiet,0226 Sørum (-2019)
2013 2013,17.6,02 Fremskrittspartiet,0226 Sørum (-2019)
2017 2017,16.3,02 Fremskrittspartiet,0226 Sørum (-2019)
2013 2013,26.5,03 Høyre,0226 Sørum (-2019)
2017 2017,24.1,03 Høyre,0226 Sørum (-2019)
2013 2013,4.3,04 Kristelig Folkeparti,0226 Sørum (-2019)
2017 2017,3.2,04 Kristelig Folkeparti,0226 Sørum (-2019)
2013 2013,6.7,05 Senterpartiet,0226 Sørum (-2019)
2017 2017,13.5,05 Senterpartiet,0226 Sørum (-2019)
2013 2013,3.1,06 Sosialistisk Venstreparti,0226 Sørum (-2019)
2017 2017,4.2,06 Sosialistisk Venstreparti,0226 Sørum (-2019)
2013 2013,4.2,07 Venstre,0226 Sørum (-2019)
2017 2017,3.2,07 Venstre,0226 Sørum (-2019)
2013 2013,2.0,08 Miljøpartiet de Grønne,0226 Sørum (-2019)
2017 2017,2.3,08 Miljøpartiet de Grønne,0226 Sørum (-2019)
2013 2013,0.5,55 Rødt,0226 Sørum (-2019)
2017 2017,1.6,55 Rødt,0226 Sørum (-2019)
2013 2013,34.7,01 Arbeiderpartiet,0227 Fet (-2019)
2017 2017,29.6,01 Arbeiderpartiet,0227 Fet (-2019)
2013 2013,19.6,02 Fremskrittspartiet,0227 Fet (-2019)
2017 2017,18.1,02 Fremskrittspartiet,0227 Fet (-2019)
2013 2013,26.8,03 Høyre,0227 Fet (-2019)
2017 2017,25.6,03 Høyre,0227 Fet (-2019)
2013 2013,3.0,04 Kristelig Folkeparti,0227 Fet (-2019)
2017 2017,2.3,04 Kristelig Folkeparti,0227 Fet (-2019)
2013 2013,4.6,05 Senterpartiet,0227 Fet (-2019)
2017 2017,9.8,05 Senterpartiet,0227 Fet (-2019)
2013 2013,2.8,06 Sosialistisk Venstreparti,0227 Fet (-2019)
2017 2017,4.6,06 Sosialistisk Venstreparti,0227 Fet (-2019)
2013 2013,4.2,07 Venstre,0227 Fet (-2019)
2017 2017,4.1,07 Venstre,0227 Fet (-2019)
2013 2013,2.7,08 Miljøpartiet de Grønne,0227 Fet (-2019)
2017 2017,2.7,08 Miljøpartiet de Grønne,0227 Fet (-2019)
2013 2013,0.6,55 Rødt,0227 Fet (-2019)
2017 2017,1.4,55 Rødt,0227 Fet (-2019)
2013 2013,38.4,01 Arbeiderpartiet,0228 Rælingen (1929-2019)
2017 2017,35.9,01 Arbeiderpartiet,0228 Rælingen (1929-2019)
2013 2013,18.8,02 Fremskrittspartiet,0228 Rælingen (1929-2019)
2017 2017,16.7,02 Fremskrittspartiet,0228 Rælingen (1929-2019)
2013 2013,26.9,03 Høyre,0228 Rælingen (1929-2019)
2017 2017,25.4,03 Høyre,0228 Rælingen (1929-2019)
2013 2013,3.3,04 Kristelig Folkeparti,0228 Rælingen (1929-2019)
2017 2017,2.3,04 Kristelig Folkeparti,0228 Rælingen (1929-2019)
2013 2013,1.6,05 Senterpartiet,0228 Rælingen (1929-2019)
2017 2017,4.9,05 Senterpartiet,0228 Rælingen (1929-2019)
2013 2013,2.8,06 Sosialistisk Venstreparti,0228 Rælingen (1929-2019)
2017 2017,4.7,06 Sosialistisk Venstreparti,0228 Rælingen (1929-2019)
2013 2013,4.0,07 Venstre,0228 Rælingen (1929-2019)
2017 2017,3.8,07 Venstre,0228 Rælingen (1929-2019)
2013 2013,1.9,08 Miljøpartiet de Grønne,0228 Rælingen (1929-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,0228 Rælingen (1929-2019)
2013 2013,0.7,55 Rødt,0228 Rælingen (1929-2019)
2017 2017,1.6,55 Rødt,0228 Rælingen (1929-2019)
2013 2013,28.1,01 Arbeiderpartiet,0229 Enebakk (-2019)
2017 2017,23.3,01 Arbeiderpartiet,0229 Enebakk (-2019)
2013 2013,26.0,02 Fremskrittspartiet,0229 Enebakk (-2019)
2017 2017,22.2,02 Fremskrittspartiet,0229 Enebakk (-2019)
2013 2013,25.4,03 Høyre,0229 Enebakk (-2019)
2017 2017,25.1,03 Høyre,0229 Enebakk (-2019)
2013 2013,4.8,04 Kristelig Folkeparti,0229 Enebakk (-2019)
2017 2017,3.4,04 Kristelig Folkeparti,0229 Enebakk (-2019)
2013 2013,4.9,05 Senterpartiet,0229 Enebakk (-2019)
2017 2017,12.2,05 Senterpartiet,0229 Enebakk (-2019)
2013 2013,2.7,06 Sosialistisk Venstreparti,0229 Enebakk (-2019)
2017 2017,3.9,06 Sosialistisk Venstreparti,0229 Enebakk (-2019)
2013 2013,3.7,07 Venstre,0229 Enebakk (-2019)
2017 2017,3.6,07 Venstre,0229 Enebakk (-2019)
2013 2013,2.3,08 Miljøpartiet de Grønne,0229 Enebakk (-2019)
2017 2017,2.1,08 Miljøpartiet de Grønne,0229 Enebakk (-2019)
2013 2013,0.7,55 Rødt,0229 Enebakk (-2019)
2017 2017,1.8,55 Rødt,0229 Enebakk (-2019)
2013 2013,35.3,01 Arbeiderpartiet,0230 Lørenskog (1908-2019)
2017 2017,34.5,01 Arbeiderpartiet,0230 Lørenskog (1908-2019)
2013 2013,18.3,02 Fremskrittspartiet,0230 Lørenskog (1908-2019)
2017 2017,16.4,02 Fremskrittspartiet,0230 Lørenskog (1908-2019)
2013 2013,30.1,03 Høyre,0230 Lørenskog (1908-2019)
2017 2017,27.5,03 Høyre,0230 Lørenskog (1908-2019)
2013 2013,3.2,04 Kristelig Folkeparti,0230 Lørenskog (1908-2019)
2017 2017,2.0,04 Kristelig Folkeparti,0230 Lørenskog (1908-2019)
2013 2013,1.0,05 Senterpartiet,0230 Lørenskog (1908-2019)
2017 2017,3.4,05 Senterpartiet,0230 Lørenskog (1908-2019)
2013 2013,3.1,06 Sosialistisk Venstreparti,0230 Lørenskog (1908-2019)
2017 2017,5.0,06 Sosialistisk Venstreparti,0230 Lørenskog (1908-2019)
2013 2013,4.8,07 Venstre,0230 Lørenskog (1908-2019)
2017 2017,4.6,07 Venstre,0230 Lørenskog (1908-2019)
2013 2013,2.2,08 Miljøpartiet de Grønne,0230 Lørenskog (1908-2019)
2017 2017,2.6,08 Miljøpartiet de Grønne,0230 Lørenskog (1908-2019)
2013 2013,0.9,55 Rødt,0230 Lørenskog (1908-2019)
2017 2017,1.9,55 Rødt,0230 Lørenskog (1908-2019)
2013 2013,36.0,01 Arbeiderpartiet,0231 Skedsmo (-2019)
2017 2017,34.4,01 Arbeiderpartiet,0231 Skedsmo (-2019)
2013 2013,18.2,02 Fremskrittspartiet,0231 Skedsmo (-2019)
2017 2017,16.0,02 Fremskrittspartiet,0231 Skedsmo (-2019)
2013 2013,29.9,03 Høyre,0231 Skedsmo (-2019)
2017 2017,26.6,03 Høyre,0231 Skedsmo (-2019)
2013 2013,2.8,04 Kristelig Folkeparti,0231 Skedsmo (-2019)
2017 2017,2.2,04 Kristelig Folkeparti,0231 Skedsmo (-2019)
2013 2013,1.4,05 Senterpartiet,0231 Skedsmo (-2019)
2017 2017,4.5,05 Senterpartiet,0231 Skedsmo (-2019)
2013 2013,3.1,06 Sosialistisk Venstreparti,0231 Skedsmo (-2019)
2017 2017,5.2,06 Sosialistisk Venstreparti,0231 Skedsmo (-2019)
2013 2013,4.3,07 Venstre,0231 Skedsmo (-2019)
2017 2017,4.4,07 Venstre,0231 Skedsmo (-2019)
2013 2013,2.0,08 Miljøpartiet de Grønne,0231 Skedsmo (-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,0231 Skedsmo (-2019)
2013 2013,0.8,55 Rødt,0231 Skedsmo (-2019)
2017 2017,1.8,55 Rødt,0231 Skedsmo (-2019)
2013 2013,31.6,01 Arbeiderpartiet,0233 Nittedal (-2019)
2017 2017,28.6,01 Arbeiderpartiet,0233 Nittedal (-2019)
2013 2013,19.5,02 Fremskrittspartiet,0233 Nittedal (-2019)
2017 2017,16.8,02 Fremskrittspartiet,0233 Nittedal (-2019)
2013 2013,30.4,03 Høyre,0233 Nittedal (-2019)
2017 2017,27.4,03 Høyre,0233 Nittedal (-2019)
2013 2013,2.8,04 Kristelig Folkeparti,0233 Nittedal (-2019)
2017 2017,2.2,04 Kristelig Folkeparti,0233 Nittedal (-2019)
2013 2013,2.2,05 Senterpartiet,0233 Nittedal (-2019)
2017 2017,5.8,05 Senterpartiet,0233 Nittedal (-2019)
2013 2013,3.8,06 Sosialistisk Venstreparti,0233 Nittedal (-2019)
2017 2017,5.8,06 Sosialistisk Venstreparti,0233 Nittedal (-2019)
2013 2013,5.5,07 Venstre,0233 Nittedal (-2019)
2017 2017,5.6,07 Venstre,0233 Nittedal (-2019)
2013 2013,2.3,08 Miljøpartiet de Grønne,0233 Nittedal (-2019)
2017 2017,3.6,08 Miljøpartiet de Grønne,0233 Nittedal (-2019)
2013 2013,0.8,55 Rødt,0233 Nittedal (-2019)
2017 2017,2.2,55 Rødt,0233 Nittedal (-2019)
2013 2013,31.2,01 Arbeiderpartiet,0234 Gjerdrum (-2019)
2017 2017,26.5,01 Arbeiderpartiet,0234 Gjerdrum (-2019)
2013 2013,17.5,02 Fremskrittspartiet,0234 Gjerdrum (-2019)
2017 2017,15.8,02 Fremskrittspartiet,0234 Gjerdrum (-2019)
2013 2013,29.0,03 Høyre,0234 Gjerdrum (-2019)
2017 2017,28.1,03 Høyre,0234 Gjerdrum (-2019)
2013 2013,4.7,04 Kristelig Folkeparti,0234 Gjerdrum (-2019)
2017 2017,4.3,04 Kristelig Folkeparti,0234 Gjerdrum (-2019)
2013 2013,6.6,05 Senterpartiet,0234 Gjerdrum (-2019)
2017 2017,11.9,05 Senterpartiet,0234 Gjerdrum (-2019)
2013 2013,2.5,06 Sosialistisk Venstreparti,0234 Gjerdrum (-2019)
2017 2017,4.6,06 Sosialistisk Venstreparti,0234 Gjerdrum (-2019)
2013 2013,4.9,07 Venstre,0234 Gjerdrum (-2019)
2017 2017,3.8,07 Venstre,0234 Gjerdrum (-2019)
2013 2013,2.1,08 Miljøpartiet de Grønne,0234 Gjerdrum (-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,0234 Gjerdrum (-2019)
2013 2013,0.6,55 Rødt,0234 Gjerdrum (-2019)
2017 2017,1.1,55 Rødt,0234 Gjerdrum (-2019)
2013 2013,30.7,01 Arbeiderpartiet,0235 Ullensaker (-2019)
2017 2017,28.2,01 Arbeiderpartiet,0235 Ullensaker (-2019)
2013 2013,24.9,02 Fremskrittspartiet,0235 Ullensaker (-2019)
2017 2017,22.6,02 Fremskrittspartiet,0235 Ullensaker (-2019)
2013 2013,28.8,03 Høyre,0235 Ullensaker (-2019)
2017 2017,26.6,03 Høyre,0235 Ullensaker (-2019)
2013 2013,2.5,04 Kristelig Folkeparti,0235 Ullensaker (-2019)
2017 2017,1.9,04 Kristelig Folkeparti,0235 Ullensaker (-2019)
2013 2013,3.8,05 Senterpartiet,0235 Ullensaker (-2019)
2017 2017,8.1,05 Senterpartiet,0235 Ullensaker (-2019)
2013 2013,2.0,06 Sosialistisk Venstreparti,0235 Ullensaker (-2019)
2017 2017,4.0,06 Sosialistisk Venstreparti,0235 Ullensaker (-2019)
2013 2013,3.5,07 Venstre,0235 Ullensaker (-2019)
2017 2017,3.1,07 Venstre,0235 Ullensaker (-2019)
2013 2013,1.7,08 Miljøpartiet de Grønne,0235 Ullensaker (-2019)
2017 2017,1.9,08 Miljøpartiet de Grønne,0235 Ullensaker (-2019)
2013 2013,0.6,55 Rødt,0235 Ullensaker (-2019)
2017 2017,1.6,55 Rødt,0235 Ullensaker (-2019)
2013 2013,36.0,01 Arbeiderpartiet,0236 Nes (Akershus) (-2019)
2017 2017,31.4,01 Arbeiderpartiet,0236 Nes (Akershus) (-2019)
2013 2013,21.2,02 Fremskrittspartiet,0236 Nes (Akershus) (-2019)
2017 2017,19.2,02 Fremskrittspartiet,0236 Nes (Akershus) (-2019)
2013 2013,22.5,03 Høyre,0236 Nes (Akershus) (-2019)
2017 2017,18.1,03 Høyre,0236 Nes (Akershus) (-2019)
2013 2013,3.3,04 Kristelig Folkeparti,0236 Nes (Akershus) (-2019)
2017 2017,2.4,04 Kristelig Folkeparti,0236 Nes (Akershus) (-2019)
2013 2013,6.7,05 Senterpartiet,0236 Nes (Akershus) (-2019)
2017 2017,15.1,05 Senterpartiet,0236 Nes (Akershus) (-2019)
2013 2013,2.1,06 Sosialistisk Venstreparti,0236 Nes (Akershus) (-2019)
2017 2017,4.2,06 Sosialistisk Venstreparti,0236 Nes (Akershus) (-2019)
2013 2013,4.0,07 Venstre,0236 Nes (Akershus) (-2019)
2017 2017,3.0,07 Venstre,0236 Nes (Akershus) (-2019)
2013 2013,2.1,08 Miljøpartiet de Grønne,0236 Nes (Akershus) (-2019)
2017 2017,2.2,08 Miljøpartiet de Grønne,0236 Nes (Akershus) (-2019)
2013 2013,0.6,55 Rødt,0236 Nes (Akershus) (-2019)
2017 2017,1.6,55 Rødt,0236 Nes (Akershus) (-2019)
2013 2013,34.3,01 Arbeiderpartiet,0237 Eidsvoll (-2019)
2017 2017,28.1,01 Arbeiderpartiet,0237 Eidsvoll (-2019)
2013 2013,23.1,02 Fremskrittspartiet,0237 Eidsvoll (-2019)
2017 2017,20.4,02 Fremskrittspartiet,0237 Eidsvoll (-2019)
2013 2013,23.2,03 Høyre,0237 Eidsvoll (-2019)
2017 2017,20.9,03 Høyre,0237 Eidsvoll (-2019)
2013 2013,3.3,04 Kristelig Folkeparti,0237 Eidsvoll (-2019)
2017 2017,2.5,04 Kristelig Folkeparti,0237 Eidsvoll (-2019)
2013 2013,4.2,05 Senterpartiet,0237 Eidsvoll (-2019)
2017 2017,12.3,05 Senterpartiet,0237 Eidsvoll (-2019)
2013 2013,3.3,06 Sosialistisk Venstreparti,0237 Eidsvoll (-2019)
2017 2017,5.5,06 Sosialistisk Venstreparti,0237 Eidsvoll (-2019)
2013 2013,3.9,07 Venstre,0237 Eidsvoll (-2019)
2017 2017,2.8,07 Venstre,0237 Eidsvoll (-2019)
2013 2013,1.9,08 Miljøpartiet de Grønne,0237 Eidsvoll (-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,0237 Eidsvoll (-2019)
2013 2013,0.7,55 Rødt,0237 Eidsvoll (-2019)
2017 2017,1.9,55 Rødt,0237 Eidsvoll (-2019)
2013 2013,32.9,01 Arbeiderpartiet,0238 Nannestad (-2019)
2017 2017,28.8,01 Arbeiderpartiet,0238 Nannestad (-2019)
2013 2013,23.8,02 Fremskrittspartiet,0238 Nannestad (-2019)
2017 2017,21.2,02 Fremskrittspartiet,0238 Nannestad (-2019)
2013 2013,23.5,03 Høyre,0238 Nannestad (-2019)
2017 2017,21.8,03 Høyre,0238 Nannestad (-2019)
2013 2013,4.0,04 Kristelig Folkeparti,0238 Nannestad (-2019)
2017 2017,2.7,04 Kristelig Folkeparti,0238 Nannestad (-2019)
2013 2013,6.1,05 Senterpartiet,0238 Nannestad (-2019)
2017 2017,12.4,05 Senterpartiet,0238 Nannestad (-2019)
2013 2013,1.9,06 Sosialistisk Venstreparti,0238 Nannestad (-2019)
2017 2017,3.6,06 Sosialistisk Venstreparti,0238 Nannestad (-2019)
2013 2013,3.8,07 Venstre,0238 Nannestad (-2019)
2017 2017,3.2,07 Venstre,0238 Nannestad (-2019)
2013 2013,1.9,08 Miljøpartiet de Grønne,0238 Nannestad (-2019)
2017 2017,2.4,08 Miljøpartiet de Grønne,0238 Nannestad (-2019)
2013 2013,0.5,55 Rødt,0238 Nannestad (-2019)
2017 2017,1.3,55 Rødt,0238 Nannestad (-2019)
2013 2013,31.3,01 Arbeiderpartiet,0239 Hurdal (-2019)
2017 2017,24.6,01 Arbeiderpartiet,0239 Hurdal (-2019)
2013 2013,21.4,02 Fremskrittspartiet,0239 Hurdal (-2019)
2017 2017,16.3,02 Fremskrittspartiet,0239 Hurdal (-2019)
2013 2013,15.2,03 Høyre,0239 Hurdal (-2019)
2017 2017,13.5,03 Høyre,0239 Hurdal (-2019)
2013 2013,8.6,04 Kristelig Folkeparti,0239 Hurdal (-2019)
2017 2017,6.4,04 Kristelig Folkeparti,0239 Hurdal (-2019)
2013 2013,7.4,05 Senterpartiet,0239 Hurdal (-2019)
2017 2017,22.1,05 Senterpartiet,0239 Hurdal (-2019)
2013 2013,2.1,06 Sosialistisk Venstreparti,0239 Hurdal (-2019)
2017 2017,4.0,06 Sosialistisk Venstreparti,0239 Hurdal (-2019)
2013 2013,8.1,07 Venstre,0239 Hurdal (-2019)
2017 2017,3.3,07 Venstre,0239 Hurdal (-2019)
2013 2013,3.8,08 Miljøpartiet de Grønne,0239 Hurdal (-2019)
2017 2017,5.4,08 Miljøpartiet de Grønne,0239 Hurdal (-2019)
2013 2013,0.3,55 Rødt,0239 Hurdal (-2019)
2017 2017,1.9,55 Rødt,0239 Hurdal (-2019)
2013 2013,30.4,01 Arbeiderpartiet,0301 Oslo - Oslove
2017 2017,28.4,01 Arbeiderpartiet,0301 Oslo - Oslove
2013 2013,11.7,02 Fremskrittspartiet,0301 Oslo - Oslove
2017 2017,9.5,02 Fremskrittspartiet,0301 Oslo - Oslove
2013 2013,29.8,03 Høyre,0301 Oslo - Oslove
2017 2017,26.4,03 Høyre,0301 Oslo - Oslove
2013 2013,2.8,04 Kristelig Folkeparti,0301 Oslo - Oslove
2017 2017,2.1,04 Kristelig Folkeparti,0301 Oslo - Oslove
2013 2013,0.8,05 Senterpartiet,0301 Oslo - Oslove
2017 2017,2.1,05 Senterpartiet,0301 Oslo - Oslove
2013 2013,6.3,06 Sosialistisk Venstreparti,0301 Oslo - Oslove
2017 2017,9.3,06 Sosialistisk Venstreparti,0301 Oslo - Oslove
2013 2013,8.2,07 Venstre,0301 Oslo - Oslove
2017 2017,8.4,07 Venstre,0301 Oslo - Oslove
2013 2013,5.6,08 Miljøpartiet de Grønne,0301 Oslo - Oslove
2017 2017,6.0,08 Miljøpartiet de Grønne,0301 Oslo - Oslove
2013 2013,3.2,55 Rødt,0301 Oslo - Oslove
2017 2017,6.3,55 Rødt,0301 Oslo - Oslove
2013 2013,40.7,01 Arbeiderpartiet,0402 Kongsvinger (-2019)
2017 2017,37.0,01 Arbeiderpartiet,0402 Kongsvinger (-2019)
2013 2013,20.6,02 Fremskrittspartiet,0402 Kongsvinger (-2019)
2017 2017,16.2,02 Fremskrittspartiet,0402 Kongsvinger (-2019)
2013 2013,20.4,03 Høyre,0402 Kongsvinger (-2019)
2017 2017,17.7,03 Høyre,0402 Kongsvinger (-2019)
2013 2013,2.2,04 Kristelig Folkeparti,0402 Kongsvinger (-2019)
2017 2017,1.5,04 Kristelig Folkeparti,0402 Kongsvinger (-2019)
2013 2013,4.0,05 Senterpartiet,0402 Kongsvinger (-2019)
2017 2017,13.9,05 Senterpartiet,0402 Kongsvinger (-2019)
2013 2013,3.6,06 Sosialistisk Venstreparti,0402 Kongsvinger (-2019)
2017 2017,5.3,06 Sosialistisk Venstreparti,0402 Kongsvinger (-2019)
2013 2013,2.8,07 Venstre,0402 Kongsvinger (-2019)
2017 2017,2.1,07 Venstre,0402 Kongsvinger (-2019)
2013 2013,1.8,08 Miljøpartiet de Grønne,0402 Kongsvinger (-2019)
2017 2017,1.5,08 Miljøpartiet de Grønne,0402 Kongsvinger (-2019)
2013 2013,0.6,55 Rødt,0402 Kongsvinger (-2019)
2017 2017,1.2,55 Rødt,0402 Kongsvinger (-2019)
2013 2013,44.7,01 Arbeiderpartiet,0403 Hamar (1992-2019)
2017 2017,38.0,01 Arbeiderpartiet,0403 Hamar (1992-2019)
2013 2013,9.1,02 Fremskrittspartiet,0403 Hamar (1992-2019)
2017 2017,8.8,02 Fremskrittspartiet,0403 Hamar (1992-2019)
2013 2013,22.0,03 Høyre,0403 Hamar (1992-2019)
2017 2017,21.1,03 Høyre,0403 Hamar (1992-2019)
2013 2013,3.1,04 Kristelig Folkeparti,0403 Hamar (1992-2019)
2017 2017,2.5,04 Kristelig Folkeparti,0403 Hamar (1992-2019)
2013 2013,4.6,05 Senterpartiet,0403 Hamar (1992-2019)
2017 2017,9.9,05 Senterpartiet,0403 Hamar (1992-2019)
2013 2013,5.7,06 Sosialistisk Venstreparti,0403 Hamar (1992-2019)
2017 2017,8.7,06 Sosialistisk Venstreparti,0403 Hamar (1992-2019)
2013 2013,5.0,07 Venstre,0403 Hamar (1992-2019)
2017 2017,4.4,07 Venstre,0403 Hamar (1992-2019)
2013 2013,2.7,08 Miljøpartiet de Grønne,0403 Hamar (1992-2019)
2017 2017,2.7,08 Miljøpartiet de Grønne,0403 Hamar (1992-2019)
2013 2013,0.9,55 Rødt,0403 Hamar (1992-2019)
2017 2017,2.0,55 Rødt,0403 Hamar (1992-2019)
